uniprot	pdb	oln
P39008	1uoc.A	YNR052C
P39009	2jqj.A	YDL101C
P39015	4u4r.SM	YLR150W
P39016	5bz1.A	YGL178W
P39076	4v81.B	YIL142W
P39077	4v81.C	YJL014W
P39078	4v81.D	YDL143W
P39079	4v81.F	YDR188W
P39081	1sz9.A	YDR228C
P39104	2ju0.B	YNL267W
P39107	3zf8.A	YPL050C
P39108	3w15.A	YDR142C
P39111	4rnd.B	YGR020C
P39516	6hhq.P	YJL191W
P39517	1s2m.A	YDL160C
P39678	1mb1.A	YDL056W
P39682	5zwn.U	YML046W
P39683	1vlp.A	YOR209C
P39684	6ez7.A	YFR023W
P39685	5tvz.A	YMR129W
P39706	6bx3.B	YAR003W
P39718	2y9m.B	YAL055W
P39729	4a9a.A	YAL036C
P39730	3wbi.A	YAL035W
P39742	6n3q.F	YLR292C
P39875	4fmo.C	YOR033C
P39926	5m4y.A	YMR183C
P39928	1oxk.B	YIL147C
P39929	5fd9.A	YLR025W
P39935	2vso.E	YGR162W
P39938	4v88.Aa	YGL189C
P39939	6hhq.b	YER131W
P39940	4lcd.A	YER125W
P39956	3opt.A	YER169W
P39958	2bcg.G	YER136W
P39968	5xjg.A	YEL013W
P39984	4psw.B	YEL056W
P39990	4nut.A	YEL026W
P39993	1ku1.A	YEL022W
P39995	5y81.H	YEL018W
P39998	4bru.B	YEL015W
P40007	6em3.v	YER002W
P40010	3jct.s	YER006W
P40011	2c5q.A	YER010C
P40013	2qjx.A	YER016W
P40014	5td8.D	YER018C
P40016	5mpd.S	YER021W
P40018	5zwn.a	YER029C
P40019	2jss.B	YER030W
P40029	3pim.A	YER042W
P40032	3mgu.A	YER049W
P40033	5mrc.RR	YER050C
P40037	1jd1.A	YER057C
P40040	4uzx.A	YER063W
P40043	3bcy.A	YER067W
P40051	6a9v.A	YER078C
P40055	5wlc.LW	YER082C
P40056	3zs9.C	YER083C
P40064	4mhc.A	YER105C
P40065	5cyz.C	YER106W
P40070	5zwm.s	YER112W
P40073	2vkn.A	YER118C
P40078	3jct.r	YER126C
P40079	5wlc.NC	YER127W
P40080	5fvk.C	YER128W
P40084	5c2y.A	YER139C
P40087	2i1a.A	YER143W
P40089	4c92.E	YER146W
P40090	4xdn.A	YER147C
P40107	5oge.A	YGL225W
P40160	6fai.l	YNL207W
P40161	3gyp.A	YNL206C
P40165	1jzt.A	YNL200C
P40185	3quw.A	YIL051C
P40202	1jk9.B	YMR038C
P40204	5zwn.g	YFL017W-A
P40217	3zwl.B	YMR146C
P40302	4r17.E	YMR314W
P40303	4r17.C	YOL038W
P40316	5u1t.B	YDR113C
P40318	2m6m.A	YIL030C
P40327	5mp9.I	YDL007W
P40339	1sxj.B	YOL094C
P40343	2pjw.V	YNR006W
P40344	2dyt.A	YNR007C
P40347	1d1q.A	YPR073C
P40348	1sxj.D	YJR068W
P40352	5vvr.M	YJR035W
P40357	3b5n.C	YGR009C
P40359	3jc6.B	YJL072C
P40362	5wlc.LS	YJL069C
P40363	4fol.A	YJL068C
P40368	3pbp.A	YJL061W
P40413	4v81.E	YJR064W
P40416	4myc.A	YMR301C
P40422	1twf.L	YHR143W-A
P40454	2ixo.A	YIL153W
P40458	5wlp.A	YIL146C
P40460	5tcs.A	YIL144W
P40465	3vu9.B	YIL132C
P40477	1xip.A	YIL115C
P40479	2j16.A	YIL113W
P40482	1m2v.B	YIL109C
P40484	2hjn.A	YIL106W
P40485	4a6h.A	YIL105C
P40486	3zuz.A	YIL104C
P40496	5mrc.UU	YIL093C
P40509	3mv2.B	YIL076W
P40513	3qv0.A	YIL070C
P40515	1y8m.A	YIL065C
P40517	3wyf.B	YIL063C
P40537	5lnb.B	YIL031W
P40541	6h8q.A	YIL026C
P40545	2agk.A	YIL020C
P40546	5wlc.NE	YIL019W
P40553	2a4v.A	YIL010W
P40554	2ax5.A	YIL008W
P40555	3whj.A	YIL007C
P40565	5zwm.X	YIR005W
P40567	6bk8.r	YIR009W
P40568	5t6j.C	YIR010W
P40571	6agb.K	YIR015W
P40579	3kzv.A	YIR035C
P40581	3cmi.A	YIR037W
P40693	3jct.t	YNL002C
P40858	3j6b.N	YJL096W
P40893	3o12.A	YJL217W
P40955	4wjw.B	YJL099W
P40960	4ht6.B	YDR488C
P40968	6bk8.M	YDR364C
P40969	6gyu.B	YMR168C
P40991	6elz.q	YNL061W
P40992	5o7x.B	YJL025W
P41057	4v88.Ad	YLR388W
P41058	4v4b.AN	YDL061C
P41277	2qlt.A	YIL053W
P41318	6emk.B	YNL006W
P41338	5xyj.A	YPL028W
P41543	6ezn.A	YJL002C
P41695	4bl0.B	YGR188C
P41697	3okq.A	YLR319C
P41734	3mil.A	YOR126C
P41805	4v88.BI	YLR075W
P41807	1ho8.A	YPR036W
P41811	2ynp.A	YGL137W
P41812	6agb.B	YNL221C
P41814	5eqj.A	YNL062C
P41816	5v4v.A	YPL171C
P41832	1y64.B	YNL271C
P41895	5fyw.Q	YGR186W
P41896	5fyw.R	YGR005C
P41903	1tbu.A	YJR019C
P41920	3m1i.B	YDR002W
P41921	2hqm.A	YPL091W
P41948	5aex.A	YNL142W
P42841	6eoj.D	YNL317W
P42844	2e2z.A	YNL310C
P42847	5mrc.KK	YNL306W
P42938	1odf.A	YGR205W
P42939	2p22.D	YGR206W
P42943	4v81.G	YJL111W
P42945	5wlc.LM	YJL109C
P42949	2guz.B	YJL104W
P43122	4k25.A	YDL104C
P43132	6bx3.K	YLR015W
P43321	5zwn.d	YLR147C
P43534	4h65.A	YFL058W
P43555	2a6y.A	YFL048C
P43558	3by4.A	YFL044C
P43563	5ncm.A	YFL034C-B
P43567	2bkw.A	YFL030W
P43572	5j9u.C	YFL024C
P43577	1i12.A	YFL017C
P43583	4v7o.A6	YFL007W
P43585	3g3o.A	YFL004W
P43588	3jck.G	YFR004W
P43589	4msx.A	YFR005C
P43591	2ga8.A	YFR007W
P43593	5mpc.8	YFR010W
P43596	2y9y.B	YFR013W
P43603	1oot.A	YFR024C-A
P43615	3uc9.A	YFR043C
P43616	4g1p.A	YFR044C
P43618	4geq.E	YFR046C
P43619	3c2r.A	YFR047C
P43621	5fjz.A	YFR051C
P45976	3c66.C	YJR093C
P46151	6fnu.A	YPL023C
P46655	2hra.A	YGL245W
P46669	4c2m.4	YOR340C
P46670	5cya.A	YPL241C
P46672	4r1j.A	YGL105W
P46673	4xmm.D	YJR042W
P46674	5l3t.A	YDR159W
P46675	4ffb.C	YLR045C
P46677	4oy2.A	YGR274C
P46678	6f40.W	YNL039W
P46680	1pgu.A	YMR092C
P46683	4bsz.B	YPL239W
P46784	4u3m.C0	YMR230W
P46947	5zwm.Y	YGL174W
P46948	5jea.B	YGR195W
P46951	4n5c.A	YGR198W
P46959	5eqj.B	YJL125C
P46964	6ezn.B	YOR103C
P46973	2mjf.B	YJR055W
P46984	4wxa.D	YJL184W
P46995	2c5z.A	YJL168C
P47006	4c2m.3	YJL148W
P47016	4hg5.A	YJL126W
P47017	4c92.A	YJL124C
P47025	3uux.B	YJL112W
P47032	5jys.A	YJL079C
P47037	4ux3.A	YJL074C
P47039	3b46.A	YJL060W
P47043	1zw8.A	YJL056C
P47047	4qu4.A	YJL050W
P47054	4ifq.A	YJL039C
P47061	3ns4.A	YJL029C
P47068	1tg0.A	YJL020C
P47074	2i3t.B	YJL013C
P47075	5iig.A	YJL012C
P47076	2ckz.A	YJL011C
P47077	5wtx.A	YJL010C
P47079	4v81.H	YJL008C
P47083	5wlc.NA	YJR002W
P47093	6aso.H	YJR022W
P47096	1zvf.A	YJR025C
P47102	1re0.B	YJR031C
P47103	5jhe.A	YJR032W
P47112	5udb.8	YJR046W
P47122	5hcn.A	YJR072C
P47123	1eq6.A	YJR074W
P47128	5j9t.B	YJR082C
P47141	5mrc.33	YJR101W
P47142	1xb4.A	YJR102C
P47150	5mrc.GG	YJR113C
P47160	3onk.A	YJR125C
P47822	1yke.B	YDR308C
P48234	5wlc.LV	YGR145W
P48240	5jea.F	YGR158C
P48362	6hb1.A	YGR187C
P48415	3mzk.B	YPL085W
P48439	6ezn.C	YOR085W
P48510	2bwf.A	YMR276W
P48582	1zb1.A	YPL084W
P48589	4v88.AM	YOR369C
P48606	1qsd.A	YOR265W
P48836	4efa.G	YHR039C-A
P49017	4obx.A	YML110C
P49166	4v88.Bj	YLR185W
P49167	4v88.Bk	YLR325C
P49435	1g2q.A	YML022W
P49626	2wwb.H	YDR012W
P49686	6b4e.C	YDR192C
P49687	4xmm.B	YGL092W
P49704	5zwm.L	YGR091W
P49723	1jk0.B	YGR180C
P49954	1f89.A	YLR351C
P49955	5zwm.1	YMR288W
P49956	5msm.C	YMR078C
P49960	5vsu.A	YMR268C
P50086	2dzn.A	YGR232W
P50091	3w15.B	YGR239C
P50102	3mhs.A	YMR223W
P50106	4c2m.D	YDR156W
P50264	1rsg.A	YMR020W
P50623	2gjd.A	YDL064W
P50861	1ejb.A	YOL143C
P50874	5zr1.E	YNL261W
P51534	3opb.A	YOR035C
P51996	3rwo.A	YGL210W
P51998	3j6b.D	YML025C
P52286	6gyu.D	YDR328C
P52488	3onh.A	YDR390C
P52490	1jbb.A	YDR092W
P52491	3o2u.A	YLR306W
P52868	5y88.T	YGL128C
P52870	6n3q.B	YER087C-B
P52871	2ww9.C	YER019C-A
P52891	3iko.C	YDL116W
P52917	5xmi.A	YPR173C
P53008	4j5t.A	YGL027C
P53010	4xr7.A	YGL094C
P53011	3f3f.A	YGL100W
P53038	3o4z.A	YGR099W
P53043	3icf.A	YGR123C
P53044	1zc1.A	YGR048W
P53051	3aj7.A	YGR287C
P53061	6bzg.B	YGL249W
P53064	5emx.A	YGL244W
P53068	1gqp.A	YGL240W
P53078	3nuq.A	YGL224C
P53082	5y4b.A	YGL220W
P53090	4je5.A	YGL202W
P53091	3jc6.6	YGL201C
P53112	2v1r.P	YGL153W
P53115	5nbn.G	YGL150C
P53124	4krd.B	YGL134W
P53131	2xau.A	YGL120C
P53135	3wi3.A	YGL113W
P53136	6en7.A	YGL111W
P53141	1m45.A	YGL106W
P53144	5yox.A	YGL101W
P53145	5t62.W	YGL099W
P53148	4bl0.C	YGL093W
P53150	1z56.A	YGL090W
P53152	1jat.B	YGL087C
P53165	3m99.D	YGL066W
P53178	2jzc.A	YGL047W
P53184	3v8e.A	YGL037C
P53188	3jct.5	YGL029W
P53192	3sjb.C	YGL020C
P53193	3uo3.A	YGL018C
P53196	3vl1.A	YGL004C
P53197	5a31.R	YGL003C
P53207	6g90.J	YGR013W
P53215	5xox.A	YGR024C
P53218	3iab.A	YGR030C
P53220	2mf7.A	YGR033C
P53228	3cq0.A	YGR043C
P53254	4m5d.A	YGR090W
P53256	5jea.D	YGR095C
P53260	4n0h.F	YGR102C
P53261	3jct.n	YGR103W
P53262	6c6l.N	YGR106C
P53271	2jqq.A	YGR120C
P53276	5wlc.LI	YGR128C
P53277	6bk8.R	YGR129W
P53290	4arz.B	YGR163W
P53292	5mrc.66	YGR165W
P53299	3cjh.A	YGR181W
P53305	5mrc.XX	YGR215W
P53313	5fl8.r	YGR245C
P53323	4ww7.A	YGR262C
P53330	4i6m.D	YGR275W
P53333	6bk8.L	YGR278W
P53378	5flz.C	YLR212C
P53540	5flz.B	YNL126W
P53549	5mp9.L	YOR259C
P53550	2jvb.A	YNL118C
P53551	1ust.A	YPL127C
P53615	3eyx.A	YNL036W
P53617	5o1w.A	YNL251C
P53622	3mv2.A	YDL145C
P53632	3nyb.A	YOL115W
P53686	1q14.A	YPL015C
P53724	3j6b.G	YNR022C
P53725	5okz.J	YNR024W
P53732	5mrc.LL	YNR036C
P53733	5mrc.SS	YNR037C
P53738	2j6a.A	YNR046W
P53741	2qiy.A	YNR051C
P53742	3jct.m	YNR053C
P53757	1yga.A	YNR071C
P53769	5gm6.a	YLR323C
P53829	4cv5.B	YNL288W
P53833	6agb.C	YNL282W
P53843	3ggy.A	YNL265C
P53847	3etu.A	YNL258C
P53848	2bmb.A	YNL256W
P53853	2zd7.A	YNL246W
P53854	5gmk.G	YNL245C
P53859	5jea.I	YNL232W
P53860	4m8z.A	YNL231C
P53865	3oa7.A	YNL225C
P53881	3j6b.O	YNL177C
P53889	1nkq.A	YNL168C
P53894	5ncl.A	YNL161W
P53899	5ij4.A	YNL155W
P53905	4c92.G	YNL147W
P53914	5wlc.LX	YNL132W
P53919	2v3m.A	YNL124W
P53921	3j6b.Z	YNL122C
P53927	3jct.o	YNL110C
P53929	2yn2.A	YNL108C
P53930	3rls.A	YNL107W
P53934	5x62.A	YNL092W
P53937	5mrc.MM	YNL081C
P53941	5wlc.SM	YNL075W
P53965	6e3b.A	YNL032W
P53973	5j8j.A	YNL021W
P53974	2rpn.B	YNL020C
P54784	5zr1.A	YML065W
P54787	1p3q.Q	YML097C
P54790	5zr1.C	YLL004W
P54791	5zr1.D	YPR162C
P54860	3m62.A	YDL190C
P54885	1vlu.A	YOR323C
P54999	1n9r.A	YPR182W
P57743	4c92.C	YLR438C-A
P57744	3cjh.B	YJR135W-A
P60010	1yag.A	YFL039C
P61829	4f4s.A	Q0130
P61830	4kud.A	YNL031C
P69771	5h7p.B	YKR035W-A
P80428	5i9e.A	YJL081C
P80667	1jqq.A	YLR191W
P81450	6b2z.S	YML081C-A
P81451	6b2z.T	YOL077W-A
P87108	3dxr.B	YHR005C-A
P87262	4v88.Bg	YER056C-A
P89102	5yfp.B	YDR166C
P89105	5zyp.A	YOL145C
Q00055	4fgw.A	YDL022W
Q00416	5mzn.A	YLR430W
Q00539	5zwn.V	YHR086W
Q00578	6gym.7	YIL143C
Q00582	4arz.A	YML121W
Q00684	6g85.A	YFR028C
Q00723	5zwo.0	YGR075C
Q00916	5zwn.Q	YIL061C
Q00955	5csk.A	YNR016C
Q01080	4c2m.2	YNL248C
Q01159	3kyh.C	YGL130W
Q01163	5mrc.WW	YGL129C
Q01217	4ab7.A	YER069W
Q01454	5hog.A	YPR135W
Q01477	2qiy.C	YER151C
Q01519	6giq.j	YLR038C
Q01532	1a6r.A	YNL239W
Q01560	2jvr.A	YDR432W
Q01574	1ry2.A	YAL054C
Q01590	1mqs.B	YLR026C
Q01852	3qk9.A	YIL022W
Q01855	4v88.AP	YOL040C
Q01926	3rkg.A	YOR334W
Q01939	5mp9.J	YGL048C
Q02046	1edz.A	YKR080W
Q02159	2ucz.A	YMR022W
Q02201	4b2z.A	YKR003W
Q02204	3j6b.8	YKR006C
Q02205	4xpm.A	YKR007W
Q02206	2r10.A	YKR008W
Q02208	5hoi.D	YKR010C
Q02260	5zwn.b	YGR074W
Q02326	3jbs.A	YML073C
Q02336	6cw3.E	YDR448W
Q02354	5wlc.LP	YDR449C
Q02486	5jh0.A	YMR072W
Q02554	5zwm.2	YMR240C
Q02555	5t16.A	YMR239C
Q02608	5mrc.PP	YPL013C
Q02630	3pbp.B	YMR047C
Q02647	4ds1.A	YDR424C
Q02724	1euv.A	YPL020C
Q02732	5w94.E	YPL018W
Q02753	4v88.BT	YBR191W
Q02754	5kci.A	YPL067C
Q02767	2caz.B	YPL065W
Q02770	5gm6.b	YPL064C
Q02775	6bk8.O	YDR088C
Q02776	4qqf.A	YPL063W
Q02784	3gx8.A	YPL059W
Q02793	1sq9.A	YGL213C
Q02795	6ezn.H	YMR149W
Q02821	5t94.B	YNL189W
Q02884	4ejs.A	YPL101W
Q02890	1x3z.A	YPL096W
Q02892	3jct.b	YPL093W
Q02931	5wlc.LH	YPL126W
Q02939	5oqm.2	YPL122C
Q02948	5dfz.D	YPL120W
Q02950	5mrc.AA	YPL118W
Q03012	6bx3.F	YPL138C
Q03018	5u1t.A	YGR098C
Q03020	5tre.a	YPL135W
Q03034	4zac.A	YDR539W
Q03036	5cog.A	YDR540C
Q03048	1cfy.A	YLL050C
Q03067	3mhs.C	YPL047W
Q03071	1hv2.A	YPL046C
Q03096	2m9v.A	YIL009C-A
Q03103	1rp4.A	YML130C
Q03148	3fem.A	YMR096W
Q03161	2cir.A	YMR099C
Q03195	5ll6.h	YDR091C
Q03201	5mrc.JJ	YDR041W
Q03246	5mrc.QQ	YMR188C
Q03266	4k6n.A	YMR289W
Q03281	4pvz.C	YDR458C
Q03290	5oqj.3	YDR460W
Q03322	2c5i.T	YDR468C
Q03323	6bx3.M	YDR469W
Q03330	6cw3.F	YGR252W
Q03337	3cue.B	YDR472W
Q03338	5zwm.J	YDR473C
Q03375	6bk8.K	YDR482C
Q03390	2luh.B	YDR486C
Q03406	3jc6.D	YDR489W
Q03430	5mrc.77	YDR494W
Q03433	6gej.S	YML041C
Q03497	2rqw.B	YHL007C
Q03529	4zr0.A	YMR272C
Q03532	6em3.D	YMR290C
Q03557	4n0h.A	YMR293C
Q03629	1xe7.A	YML079W
Q03630	3cue.C	YML077W
Q03653	4n5a.A	YMR212C
Q03654	6bk8.S	YMR213W
Q03656	1q8y.A	YMR216C
Q03705	4ww7.B	YML036W
Q03707	4xzr.A	YML034W
Q03713	5nf8.A	YML030W
Q03723	3ga4.A	YML019W
Q03759	1n6z.A	YML108W
Q03769	5j08.A	YDR153C
Q03772	6bk8.H	YDR163W
Q03774	2vdu.B	YDR165W
Q03776	5zwn.T	YDR235W
Q03782	5zwn.W	YDR240C
Q03784	3cue.A	YDR246W
Q03790	5uaz.A	YMR153W
Q03799	5mrc.HH	YMR158W
Q03818	3a7p.A	YMR159C
Q03824	6ixr.B	YMR163C
Q03835	3d6i.A	YDR098C
Q03862	3jct.4	YDR101C
Q03940	6gej.T	YDR190C
Q03976	5mrc.YY	YDR175C
Q04002	4xdn.B	YDR180W
Q04048	6bk8.U	YDR416W
Q04049	2r8j.A	YDR419W
Q04062	2mr3.A	YDR427W
Q04066	1vkh.A	YDR428C
Q04067	4u1e.G	YDR429C
Q04081	1rjd.A	YDR435C
Q04087	3n7n.E	YDR439W
Q04089	1u2z.A	YDR440W
Q04120	5dvb.A	YDR453C
Q04177	5wlc.LL	YDR398W
Q04178	2xbu.A	YDR399W
Q04195	3i2d.A	YDR409W
Q04264	5frp.A	YMR076C
Q04272	5fvl.C	YMR077C
Q04299	1njr.A	YMR087W
Q04305	5wlc.LJ	YMR093W
Q04307	6eu3.I	YDR045C
Q04311	5whg.A	YDR049W
Q04338	3onj.A	YMR197C
Q04371	3pt1.A	YMR027W
Q04372	2v0p.A	YMR028W
Q04377	5x6o.G	YDR499W
Q04432	4qyx.A	YDR533C
Q04437	5y58.B	YMR106C
Q04439	1zuy.A	YMR109W
Q04477	5td8.C	YMR117C
Q04491	2pm7.B	YLR208W
Q04500	5wlc.SS	YML093W
Q04598	3j6b.Y	YDR115W
Q04636	2gcl.A	YML069W
Q04651	3zlc.A	YML067C
Q04660	4u7a.A	YMR049C
Q04673	6gym.6	YLR005W
Q04693	5zwm.3	YML049C
Q04712	5o7x.C	YML043C
Q04740	1qhk.A	YMR234W
Q04749	6emk.G	YMR068W
Q04773	2jxn.A	YMR074C
Q04781	5fg0.A	YMR247C
Q04839	3lcn.C	YMR255W
Q04868	4a8j.C	YMR312W
Q04894	1piw.A	YMR318C
Q05016	3rku.A	YMR226C
Q05021	4oy2.B	YMR227C
Q05022	5wlc.NJ	YMR229C
Q05029	4in3.B	YMR237W
Q05080	4wpe.A	YMR032W
Q05123	3wee.A	YMR033W
Q05471	6gej.M	YDR334W
Q05498	5wlc.SL	YDR339C
Q05506	1f7u.A	YDR341C
Q05543	2km4.A	YDR289C
Q05567	3mc6.A	YDR294C
Q05583	2hes.X	YDR267C
Q05636	5jea.A	YDR280W
Q05776	5jqm.A	YLR193C
Q05778	4g4s.O	YLR199C
Q05785	6enr.A	YLR206W
Q05787	5v7v.A	YLR207W
Q05789	5kc1.A	YLR211C
Q05871	1pjh.A	YLR284C
Q05900	5zwn.R	YLR298C
Q05905	3rby.A	YLR301W
Q05919	5dfz.A	YLR360W
Q05926	2m80.A	YLR364W
Q05946	5wyk.BC	YLR222C
Q06078	5wlc.LT	YLR409C
Q06090	3j6b.4	YPR100W
Q06091	6bk8.y	YPR101W
Q06102	6eoj.B	YPR107C
Q06103	3jck.D	YPR108W
Q06135	5o9q.A	YLR343W
Q06142	5owu.A	YLR347C
Q06151	5bv3.A	YLR270W
Q06205	4bf8.A	YLR449W
Q06208	4bj5.A	YLR453C
Q06213	5oqm.k	YPR168W
Q06217	5zwn.c	YLR275W
Q06224	6i1d.A	YLR277C
Q06245	5yfp.E	YLR166C
Q06263	6ap1.H	YLR181C
Q06287	3oii.A	YLR186W
Q06321	5gl5.A	YLR189C
Q06324	6ixp.B	YLR190W
Q06336	5cn2.A	YDR358W
Q06337	5y81.C	YDR359C
Q06339	2j04.B	YDR362C
Q06385	2zih.A	YDR372C
Q06389	1fpw.A	YDR373W
Q06390	4rcm.A	YDR374C
Q06405	6b2z.Q	YDR377W
Q06406	4c92.F	YDR378C
Q06411	5y88.U	YLR424W
Q06449	1zx6.A	YPR154W
Q06488	4bb7.A	YLR357W
Q06489	1w2w.A	YPR118W
Q06505	3nfq.A	YPR133C
Q06506	5wlc.SG	YPR137W
Q06511	6c0f.w	YPR143W
Q06512	5wlc.SU	YPR144C
Q06525	2juc.A	YPR152C
Q06549	1r5t.A	YLR245C
Q06592	1qsm.A	YPR193C
Q06623	3hgt.A	YPR179C
Q06630	3j6b.d	YDR296W
Q06632	6eoj.A	YDR301W
Q06672	6g03.A	YLR435W
Q06677	1pgy.A	YDR320C
Q06678	3j6b.1	YDR322W
Q06679	5wlc.LN	YDR324C
Q06680	5oqq.A	YDR325W
Q06681	6cay.A	YDR326C
Q06696	1w7p.D	YLR417W
Q06697	3v46.A	YLR418C
Q06706	5cqs.A	YLR384C
Q06709	5h4p.z	YLR387C
Q06819	5zwm.E	YPR082C
Q06835	5zwm.5	YPR094W
Q06892	3afo.A	YPL188W
Q07084	5kbx.B	YLR006C
Q07350	5zwm.v	YDL043C
Q07381	6fai.k	YDL060W
Q07457	4r7e.A	YDL074C
Q07478	5suq.A	YDL084W
Q07508	5zwn.Y	YDL087C
Q07540	3oeq.A	YDL120W
Q07623	2mzj.A	YDL213C
Q07688	2r25.A	YDL235C
Q07794	2zfn.A	YLL002W
Q07807	3k49.A	YLL013C
Q07879	4ebr.A	YLL042C
Q07896	6elz.I	YLR002C
Q07914	2guz.A	YLR008C
Q07915	3jct.u	YLR009W
Q07923	1t0i.A	YLR011W
Q07930	3elv.A	YLR016C
Q07951	2z5b.B	YLR021W
Q08001	5yqr.A	YLR072W
Q08004	3jct.I	YLR074C
Q08032	3jc6.E	YLR103C
Q08096	4clq.A	YOL010W
Q08109	5v6p.A	YOL013C
Q08162	5jea.J	YOL021C
Q08179	3skq.A	YOL027C
Q08199	3qml.C	YOL031C
Q08204	3htk.B	YOL034W
Q08214	4fmn.C	YOL043C
Q08215	5vxv.A	YOL044W
Q08220	1m0w.A	YOL049W
Q08224	3rm5.A	YOL055C
Q08225	3csk.A	YOL057W
Q08230	2lm4.A	YOL071W
Q08231	5ubp.B	YOL072W
Q08235	6em3.A	YOL077C
Q08236	6emk.I	YOL078W
Q08278	5oqm.i	YOL135C
Q08282	2zwa.A	YOL141W
Q08285	5jea.G	YOL142W
Q08387	1z56.C	YOR005C
Q08446	5an3.A	YOR057W
Q08457	3x38.A	YOR060C
Q08465	2jmi.A	YOR064C
Q08484	2g77.A	YOR070C
Q08491	5g06.P	YOR076C
Q08492	5wlc.ND	YOR078W
Q08601	4f6p.A	YOR197W
Q08649	5j9t.A	YOR244W
Q08685	4oi4.A	YOR250C
Q08689	4xnh.C	YOR253W
Q08723	5w83.A	YOR261C
Q08729	6dei.C	YOR264W
Q08745	4u4r.C0	YOR293W
Q08746	3jct.w	YOR294W
Q08826	1ocs.A	YOR357C
Q08831	2b6g.A	YOR359W
Q08914	3kkl.A	YOR391C
Q08932	4nut.B	YPL193W
Q08957	4lmg.A	YPL202C
Q08962	6elz.l	YPL211W
Q08963	6bk8.s	YPL213W
Q08965	5wlc.SI	YPL217C
Q08971	2jyn.A	YPL225W
Q08981	4bh6.I	YPL267W
Q10740	2xq0.A	YNL045W
Q12000	4a9a.C	YOR091W
Q12004	5oqj.4	YPR056W
Q12009	2vdu.E	YDL201W
Q12018	3o2p.E	YDL132W
Q12019	5fl8.s	YLR106C
Q12024	6em5.p	YOR272W
Q12035	5wlc.SQ	YLR051C
Q12038	2oaj.A	YPR032W
Q12045	4etp.B	YPL253C
Q12046	6bk8.G	YDL209C
Q12051	2e8v.A	YPL069C
Q12068	4pvc.A	YOL151W
Q12080	3jct.q	YPL146C
Q12102	2i7x.A	YLR115W
Q12104	4pqz.A	YOR166C
Q12109	2ip1.A	YOL097C
Q12114	4yg8.A	YLR330W
Q12118	5lyp.A	YOR007C
Q12125	2wpv.A	YOR164C
Q12136	5wlc.NB	YDL153C
Q12146	3jc6.C	YOL146W
Q12149	6ft6.KK	YOR001W
Q12151	4n9n.A	YDR213W
Q12154	2woj.A	YDL100C
Q12158	4ux3.B	YDL003W
Q12159	5sup.G	YDR381W
Q12163	2lcs.A	YDR162C
Q12165	2xok.H	YDL004W
Q12178	1p6o.A	YPR062W
Q12184	2mjd.A	YPL252C
Q12186	4wan.A	YLR116W
Q12189	1xtz.A	YOR095C
Q12208	5uqj.A	YLR132C
Q12220	5wlc.LQ	YLR129W
Q12230	3plt.A	YPL004C
Q12241	1hs7.A	YOR106W
Q12245	2z5b.A	YPL144W
Q12250	3jck.B	YDL147W
Q12255	2fz0.A	YLR093C
Q12267	4rsi.B	YLR086W
Q12277	5jea.E	YDL111C
Q12284	1jr8.A	YPR037C
Q12285	4asw.C	YOL111C
Q12287	1u96.A	YLL009C
Q12292	2kzk.A	YOL083W
Q12305	3d1p.A	YOR285W
Q12306	1l2n.A	YDR510W
Q12308	2j04.A	YPL007C
Q12309	6bk8.T	YLR117C
Q12314	5c77.A	YOR021C
Q12315	6b4e.A	YDL207W
Q12318	3vu9.A	YLR376C
Q12330	5zwn.e	YOR159C
Q12334	2l5a.A	YDL139C
Q12335	5mp4.A	YDR032C
Q12339	4mj7.A	YOR004W
Q12341	1bob.A	YPL001W
Q12343	5oqm.h	YOR174W
Q12349	6cp6.6	YLR295C
Q12368	5zwo.W	YDL098C
Q12369	2doq.D	YLL003W
Q12373	4nq0.A	YLL022C
Q12377	3jck.C	YDL097C
Q12380	2dyo.A	YPL149W
Q12386	4am6.A	YOR141C
Q12390	3ibh.A	YLL060C
Q12395	3bq3.A	YLR128W
Q12396	2a6v.A	YLR080W
Q12400	4jwj.A	YOL093W
Q12404	3ed3.A	YOR288C
Q12405	2y6u.A	YOR084W
Q12406	4i6m.A	YPR034W
Q12415	2yn0.A	YOR110W
Q12417	6bk8.D	YPL151C
Q12420	5zwm.O	YOR308C
Q12432	3e9g.A	YPR023C
Q12438	5j3r.A	YDL010W
Q12440	1ldd.A	YLR127C
Q12446	1zuk.C	YOR181W
Q12449	1usu.B	YDR214W
Q12453	3vwa.A	YOR112W
Q12460	5wlc.SA	YLR197W
Q12461	2ixn.A	YPL152W
Q12464	6gej.U	YPL235W
Q12476	2lli.A	YDL175C
Q12483	1u5t.A	YPL002C
Q12487	3j6b.H	YOR150W
Q12488	3jc6.A	YDR013W
Q12495	5jbm.A	YPR018W
Q12499	5wyk.3E	YOR310C
Q12509	6gej.R	YLR085C
Q12514	4by6.C	YPR072W
Q12517	1q67.A	YOL149W
Q12518	5onf.A	YDL161W
Q12522	3jct.y	YPR016C
Q12690	4v88.BL	YDL082W
Q12692	2jss.A	YOL012C
Q12745	3k8p.D	YLR440C
Q2V2P9	6hu9.l	YDR119W-A
Q3E757	6hhq.CM	YGR085C
Q3E792	4v88.AZ	YGR027C
Q3E7B6	6c6l.M	YCL005W-A
Q3E7C1	5oqj.5	YDR079C-A
Q3E7X9	4v88.Ac	YOR167C
