oln	length
YER155C	2167
YER156C	338
YER157W	801
YER158C	573
YER159C	142
YER159C-A	440
YER160C	1755
YER161C	332
YER162C	754
YER163C	232
YER164W	1468
YER165W	576
YER166W	1571
YER167W	851
YER168C	546
YER169W	796
YER170W	225
YER171W	778
YER172C	2163
YER173W	659
YER174C	244
YER175C	298
YER175W-A	54
YER176W	1121
YER177W	266
YER178W	387
YER179W	334
YER180C	267
YER180C-A	84
YER181C	107
YER182W	244
YER183C	211
YER184C	794
YER185W	303
YER186C	306
YER187W	141
YER188C-A	99
YER188W	239
YER189W	122
YER190C-B	160
YER190W	1681
YFL001W	442
YFL002C	606
YFL002W-A	1770
YFL002W-B	438
YFL003C	878
YFL004W	828
YFL005W	215
YFL007W	2143
YFL008W	1225
YFL009W	779
YFL010C	211
YFL010W-A	94
YFL011W	546
YFL012W	148
YFL013C	692
YFL014W	109
YFL015C	164
YFL016C	456
YFL017C	158
YFL017W-A	77
YFL018C	478
YFL019C	117
YFL020C	122
YFL021W	510
YFL022C	502
YFL023W	796
YFL024C	832
YFL025C	1029
YFL026W	431
YFL027C	497
YFL028C	289
YFL029C	368
YFL030W	385
YFL031W	238
YFL033C	1770
YFL034C-A	122
YFL034C-B	287
YFL034W	1073
YFL036W	1351
YFL037W	457
YFL038C	206
YFL039C	375
YFL040W	540
YFL041W	604
YFL041W-A	63
YFL042C	674
YFL044C	301
YFL045C	254
YFL046W	207
YFL047W	714
YFL048C	417
YFL049W	623
YFL050C	858
YFL051C	137
YFL052W	465
YFL053W	591
YFL054C	646
YFL055W	558
YFL058W	340
YFL059W	298
YFL060C	222
YFL061W	225
YFL062W	379
YFL064C	174
YFL065C	102
YFL066C	392
YFL067W	175
YFL068W	160
YFR001W	204
YFR002W	839
YFR003C	154
YFR004W	306
YFR005C	448
YFR006W	535
YFR007W	353
YFR008W	221
YFR009W	751
YFR009W-A	85
YFR010W	499
YFR010W-A	62
YFR011C	170
YFR012W	184
YFR012W-A	28
YFR013W	787
YFR014C	446
YFR015C	707
YFR016C	1233
YFR017C	195
YFR018C	363
YFR019W	2277
YFR020W	232
YFR021W	500
YFR022W	733
YFR023W	611
YFR024C-A	459
YFR025C	335
YFR026C	169
YFR027W	281
YFR028C	551
YFR029W	678
YFR030W	1035
YFR031C	1170
YFR031C-A	253
YFR032C	289
YFR032C-A	58
YFR032C-B	87
YFR033C	147
YFR034C	312
YFR035C	114
YFR036W	124
YFR037C	557
YFR038W	853
YFR039C	487
YFR040W	1002
YFR041C	275
YFR042W	200
YFR043C	237
YFR044C	481
YFR045W	309
YFR046C	361
YFR047C	295
YFR048W	661
YFR049W	115
YFR050C	233
YFR051C	545
YFR052W	273
YFR053C	485
YFR054C	192
YFR055W	340
YFR057W	151
YGL001C	349
YGL002W	197
YGL003C	566
YGL004C	417
YGL005C	279
YGL006W	1173
YGL006W-A	36
YGL007C-A	28
YGL007W	125
YGL008C	918
YGL009C	779
YGL010W	174
YGL011C	251
YGL012W	473
YGL013C	1068
YGL014C-A	53
YGL014W	888
YGL015C	130
YGL016W	1081
YGL017W	503
YGL018C	174
YGL019W	277
YGL020C	235
YGL021W	760
YGL022W	718
YGL023C	635
YGL025C	397
YGL026C	707
YGL027C	833
YGL028C	522
YGL029W	120
YGL030W	104
YGL031C	155
YGL032C	69
YGL033W	214
YGL034C	121
YGL035C	504
YGL036W	909
YGL037C	216
YGL038C	480
YGL039W	348
YGL040C	342
YGL041C-B	60
YGL041W-A	112
YGL043W	309
YGL044C	296
YGL045W	542
YGL047W	202
YGL048C	404
YGL049C	914
YGL050W	273
YGL051W	234
YGL053W	237
YGL054C	137
YGL055W	510
YGL056C	527
YGL057C	263
YGL058W	172
YGL059W	491
YGL060W	641
YGL061C	246
YGL062W	1178
YGL063W	370
YGL064C	535
YGL065C	503
YGL066W	657
YGL067W	384
YGL068W	161
YGL070C	122
YGL071W	690
YGL073W	833
YGL075C	387
YGL076C	243
YGL077C	563
YGL078C	523
YGL079W	218
YGL080W	130
YGL081W	320
YGL082W	381
YGL083W	804
YGL084C	560
YGL085W	274
YGL086W	749
YGL087C	137
YGL088W	121
YGL090W	421
YGL091C	328
YGL092W	605
YGL093W	917
YGL094C	1115
YGL095C	577
YGL096W	276
YGL097W	482
YGL098W	245
YGL099W	640
YGL100W	349
YGL101W	215
YGL103W	148
YGL104C	486
YGL105W	376
YGL106W	149
YGL107C	632
YGL108C	139
YGL110C	624
YGL111W	463
YGL112C	516
YGL113W	668
YGL114W	725
YGL115W	322
YGL116W	610
YGL117W	265
YGL118C	145
YGL119W	472
YGL120C	767
YGL121C	126
YGL122C	525
YGL123W	253
YGL124C	644
YGL125W	600
YGL126W	380
YGL127C	127
YGL128C	283
YGL129C	436
YGL130W	459
YGL131C	1403
YGL133W	1264
YGL134W	433
YGL135W	216
YGL136C	302
YGL137W	889
YGL138C	345
YGL139W	774
YGL140C	1219
YGL141W	910
YGL142C	616
YGL143C	413
YGL144C	685
YGL145W	701
YGL146C	311
YGL147C	191
YGL148W	375
YGL149W	83
YGL150C	1489
YGL151W	1132
YGL153W	340
YGL154C	272
YGL155W	376
YGL156W	1082
YGL157W	347
YGL158W	512
YGL159W	370
YGL160W	570
YGL161C	310
YGL162W	299
YGL163C	898
YGL164C	440
YGL166W	225
YGL167C	949
YGL168W	110
YGL169W	426
YGL170C	413
YGL171W	564
YGL172W	472
YGL173C	1528
YGL174W	266
YGL175C	345
YGL176C	554
YGL178W	859
YGL179C	560
YGL180W	897
YGL181W	396
YGL183C	219
YGL184C	465
YGL185C	379
YGL186C	579
YGL187C	130
YGL188C-A	46
YGL189C	119
YGL190C	526
YGL191W	120
YGL192W	600
YGL193C	103
YGL194C	452
YGL194C-A	80
YGL195W	2672
YGL196W	428
YGL197W	1487
YGL198W	235
YGL200C	183
YGL201C	1017
YGL202W	500
YGL203C	707
YGL204C	101
YGL205W	748
YGL206C	1653
YGL207W	1035
YGL208W	414
YGL209W	382
YGL210W	221
YGL211W	359
YGL212W	316
YGL213C	397
YGL215W	452
YGL216W	805
YGL219C	459
YGL220W	120
YGL221C	288
YGL222C	174
YGL223C	417
YGL224C	280
YGL225W	337
YGL226C-A	86
YGL226W	86
YGL227W	957
YGL228W	554
YGL229C	818
YGL230C	147
YGL231C	190
YGL232W	289
YGL233W	910
YGL234W	802
YGL235W	178
YGL236C	610
YGL237C	264
YGL238W	960
YGL240W	250
YGL241W	1004
YGL242C	181
YGL243W	400
YGL244W	558
YGL245W	708
YGL246C	386
YGL247W	197
YGL248W	369
YGL249W	704
YGL250W	241
YGL251C	1187
YGL252C	588
YGL253W	485
YGL254W	299
YGL255W	376
YGL256W	382
YGL257C	558
YGL258W	187
YGL258W-A	77
YGL259W	141
YGL260W	76
YGL261C	100
YGL262W	175
YGL263W	380
YGR001C	248
YGR002C	475
YGR003W	744
YGR004W	462
YGR005C	400
YGR006W	251
YGR007W	323
YGR008C	83
YGR009C	651
YGR010W	395
YGR012W	393
YGR013W	620
YGR014W	1285
YGR015C	328
YGR016W	190
YGR017W	297
YGR018C	109
YGR019W	471
YGR020C	118
YGR021W	290
YGR023W	516
YGR024C	236
YGR025W	100
YGR026W	278
YGR027C	107
YGR027W-A	440
YGR027W-B	1755
YGR028W	362
YGR029W	189
YGR030C	158
YGR031C-A	163
YGR031W	296
YGR032W	1895
YGR033C	169
YGR034W	126
YGR035C	116
YGR035W-A	73
YGR036C	239
YGR037C	87
YGR038C-A	440
YGR038C-B	1755
YGR038W	222
YGR039W	103
YGR040W	368
YGR041W	547
YGR042W	271
YGR043C	333
YGR044C	300
YGR045C	120
YGR046W	351
YGR047C	1025
YGR048W	361
YGR049W	187
YGR050C	118
YGR052W	369
YGR053C	283
YGR054W	642
YGR055W	574
YGR056W	928
YGR057C	242
YGR058W	335
YGR059W	512
YGR060W	309
YGR061C	1357
YGR062C	316
YGR063C	102
YGR065C	593
YGR066C	292
YGR067C	804
YGR068C	586
YGR070W	1155
YGR071C	860
YGR072W	387
YGR074W	146
YGR075C	242
YGR076C	156
YGR077C	589
YGR078C	199
YGR079W	343
YGR080W	332
YGR081C	210
YGR082W	183
YGR083C	650
YGR084C	302
YGR085C	173
YGR086C	339
YGR087C	562
YGR088W	562
YGR089W	936
YGR090W	1237
YGR091W	494
YGR092W	572
YGR093W	507
YGR094W	1057
YGR095C	223
YGR096W	314
YGR097W	1146
YGR098C	1630
YGR099W	688
YGR100W	949
YGR101W	273
YGR102C	183
YGR103W	605
YGR104C	307
YGR105W	77
YGR106C	241
YGR108W	471
YGR109C	380
YGR109W-A	289
YGR109W-B	1546
YGR110W	406
YGR111W	400
YGR112W	389
YGR113W	342
YGR116W	1451
YGR117C	476
YGR118W	145
YGR119C	541
YGR120C	262
YGR121C	492
YGR121W-A	71
YGR122W	402
YGR123C	513
YGR124W	571
YGR125W	1036
YGR126W	230
YGR127W	312
YGR128C	713
YGR129W	215
YGR130C	816
YGR131W	174
YGR132C	287
YGR133W	183
YGR134W	1122
YGR135W	258
YGR136W	240
YGR138C	614
YGR140W	956
YGR141W	467
YGR142W	410
YGR143W	771
YGR144W	326
YGR145W	707
YGR146C	211
YGR146C-A	53
YGR147C	288
YGR148C	155
YGR149W	432
YGR150C	864
YGR151C	111
YGR152C	269
YGR153W	217
YGR154C	356
YGR155W	507
YGR156W	425
YGR157W	868
YGR158C	250
YGR159C	414
YGR161C	263
YGR161C-C	440
YGR161C-D	1755
YGR161W-A	438
YGR161W-B	1770
YGR161W-C	92
YGR162W	952
YGR163W	341
YGR164W	111
YGR165W	318
YGR166W	560
YGR167W	233
YGR168C	376
YGR169C	404
YGR169C-A	92
YGR170W	1138
YGR171C	575
YGR172C	248
YGR173W	368
YGR174C	147
YGR174W-A	28
YGR175C	496
YGR177C	535
YGR178C	722
YGR179C	406
YGR180C	345
YGR181W	105
YGR183C	65
YGR184C	1950
YGR185C	393
YGR186W	735
YGR187C	393
YGR188C	1021
YGR189C	460
YGR191W	603
YGR192C	331
YGR193C	380
YGR194C	600
YGR195W	246
YGR196C	817
YGR197C	547
YGR198W	817
YGR199W	758
YGR200C	788
YGR201C	225
YGR202C	424
YGR203W	148
YGR204C-A	37
YGR204W	946
YGR205W	290
YGR206W	101
YGR207C	260
YGR208W	309
YGR209C	103
YGR210C	411
YGR211W	486
YGR212W	468
YGR213C	317
YGR214W	251
YGR215W	110
YGR216C	609
YGR217W	2039
YGR218W	1084
YGR219W	113
YGR220C	250
YGR221C	622
YGR222W	293
YGR223C	448
YGR224W	613
YGR225W	593
YGR227W	525
YGR229C	505
YGR230W	137
YGR231C	310
YGR232W	228
YGR233C	1178
YGR234W	399
YGR235C	233
YGR236C	95
YGR237C	785
YGR238C	882
YGR239C	288
YGR240C	987
YGR240C-A	66
YGR241C	568
YGR243W	126
YGR244C	397
YGR245C	767
YGR246C	596
YGR247W	239
YGR248W	255
YGR249W	456
YGR250C	781
YGR251W	196
YGR252W	439
YGR253C	260
YGR254W	436
YGR255C	462
YGR256W	492
YGR257C	366
YGR258C	1031
YGR260W	534
YGR261C	809
YGR262C	261
YGR263C	423
YGR264C	750
YGR266W	701
YGR267C	243
YGR268C	197
YGR269W	108
YGR270W	1378
YGR271C-A	233
YGR271W	1967
YGR273C	174
YGR274C	1066
YGR275W	157
YGR276C	553
YGR277C	305
YGR278W	577
YGR279C	356
YGR280C	271
YGR281W	1477
YGR282C	290
YGR283C	341
YGR284C	310
YGR285C	433
YGR286C	359
YGR287C	588
YGR288W	473
YGR289C	616
YGR292W	584
YGR294W	120
YGR295C	381
YGR296C-B	160
YGR296W	1859
YHL001W	137
YHL002W	451
YHL003C	411
YHL004W	369
YHL005C	130
YHL006C	150
YHL007C	938
YHL008C	627
YHL009C	330
YHL009W-A	413
YHL009W-B	1802
YHL010C	585
YHL011C	320
YHL012W	493
YHL013C	307
YHL014C	405
YHL015W	120
YHL015W-A	27
YHL016C	735
YHL017W	512
YHL018W	120
YHL019C	605
YHL020C	404
YHL021C	449
YHL022C	398
YHL023C	1121
YHL024W	713
YHL025W	332
YHL026C	315
YHL027W	625
YHL028W	579
YHL029C	679
YHL030W	1867
YHL031C	222
YHL032C	709
YHL033C	255
YHL034C	293
YHL035C	1592
YHL036W	546
YHL037C	111
YHL038C	630
YHL039W	585
YHL040C	627
YHL041W	149
YHL042W	111
YHL043W	170
YHL044W	235
YHL046C	95
YHL047C	620
YHL048C-A	44
YHL048W	381
YHL049C	271
YHL050C	697
YHR001W	437
YHR001W-A	76
YHR002W	357
YHR003C	429
YHR004C	446
YHR005C	471
YHR005C-A	93
YHR006W	541
YHR007C	530
YHR007C-A	71
YHR008C	207
YHR009C	523
YHR010W	135
YHR011W	446
YHR012W	282
YHR013C	238
YHR014W	291
YHR015W	659
YHR016C	468
YHR017W	385
YHR018C	463
YHR019C	554
YHR020W	688
YHR021C	82
YHR021W-A	151
YHR022C	256
YHR022C-A	29
YHR023W	1928
YHR024C	469
YHR025W	356
YHR026W	213
YHR027C	992
YHR028C	818
YHR029C	294
YHR030C	484
YHR031C	723
YHR032W	581
YHR032W-A	59
YHR033W	423
YHR034C	344
YHR035W	630
YHR036W	471
YHR037W	575
YHR038W	206
YHR039C	644
YHR039C-A	113
YHR040W	366
YHR041C	210
YHR042W	690
YHR043C	246
YHR044C	246
YHR045W	560
YHR046C	295
YHR047C	856
YHR048W	514
YHR049W	243
YHR050W	549
YHR050W-A	56
YHR051W	108
YHR052W	376
YHR053C	53
YHR054C	354
YHR055C	53
YHR056C	883
YHR057C	185
YHR058C	295
YHR059W	103
YHR060W	181
YHR061C	314
YHR062C	293
YHR063C	379
YHR064C	538
YHR065C	501
YHR066W	453
YHR067W	280
YHR068W	387
YHR069C	358
YHR070W	455
YHR071W	229
YHR072W	730
YHR072W-A	58
YHR073C-B	26
YHR073W	996
YHR073W-A	58
YHR074W	714
YHR075C	400
YHR076W	304
YHR077C	1089
YHR078W	552
YHR079C	1097
YHR079C-A	91
YHR080C	1345
YHR081W	184
YHR082C	1029
YHR083W	329
YHR084W	688
YHR085W	334
YHR086W	523
YHR086W-A	53
YHR087W	111
YHR088W	295
YHR089C	205
YHR090C	282
YHR091C	643
YHR092C	576
YHR093W	182
YHR094C	570
YHR096C	592
YHR097C	366
YHR098C	929
YHR099W	3743
YHR100C	185
YHR101C	318
YHR102W	1080
YHR103W	852
YHR104W	326
YHR105W	214
YHR106W	319
YHR107C	406
YHR108W	585
YHR109W	585
YHR110W	192
YHR111W	440
YHR112C	378
YHR113W	490
YHR114W	633
YHR115C	416
YHR116W	141
YHR117W	639
YHR118C	435
YHR119W	1080
YHR120W	938
YHR121W	186
YHR122W	230
YHR123W	391
YHR124W	627
YHR125W	101
YHR126C	117
YHR127W	243
YHR128W	216
YHR129C	384
YHR130C	111
YHR131C	850
YHR132C	406
YHR132W-A	130
YHR133C	291
YHR134W	269
YHR135C	538
YHR136C	148
YHR137W	513
YHR138C	95
YHR139C	308
YHR139C-A	103
YHR140W	239
YHR141C	105
YHR142W	316
YHR143W	287
YHR143W-A	70
YHR144C	312
YHR146W	465
YHR147C	198
YHR148W	183
YHR149C	734
YHR150W	579
YHR151C	506
YHR152W	172
YHR153C	198
YHR154W	1070
YHR155W	1228
YHR156C	340
YHR157W	182
YHR158C	1164
YHR159W	504
YHR160C	283
YHR161C	637
YHR162W	129
YHR163W	249
YHR164C	1522
YHR165C	2413
YHR166C	626
YHR167W	261
YHR168W	495
YHR169W	431
YHR170W	518
YHR171W	630
YHR172W	823
YHR173C	112
YHR174W	436
YHR175W	189
YHR175W-A	49
YHR176W	432
YHR177W	453
YHR178W	743
YHR179W	399
YHR180W	163
YHR181W	228
YHR182W	784
YHR183W	489
YHR184W	571
YHR185C	237
YHR186C	1557
YHR187W	309
YHR188C	591
YHR189W	190
YHR190W	444
YHR191C	133
YHR192W	278
YHR193C	173
YHR194W	532
YHR195W	299
YHR196W	575
YHR197W	762
YHR198C	249
YHR199C	290
YHR199C-A	73
YHR200W	267
YHR201C	397
YHR202W	602
YHR203C	260
YHR204W	776
YHR205W	824
YHR206W	622
YHR207C	526
YHR208W	377
YHR209W	291
YHR210C	341
YHR211W	1028
YHR212W-A	67
YHR213W	198
YHR213W-A	77
YHR213W-B	99
YHR214C-B	1793
YHR214C-C	478
YHR214C-D	97
YHR214C-E	99
YHR214W	161
YHR215W	450
YHR216W	523
YHR218W	603
YHR219W	624
YIL001W	513
YIL002C	946
YIL002W-A	69
YIL003W	293
YIL004C	142
YIL005W	674
YIL006W	373
YIL007C	220
YIL008W	99
YIL009C-A	181
YIL009W	693
YIL010W	215
YIL011W	223
YIL012W	113
YIL013C	1410
YIL014C-A	104
YIL014W	630
YIL015W	563
YIL016W	159
YIL017C	921
YIL018W	253
YIL019W	346
YIL020C	261
YIL021W	317
YIL022W	431
YIL023C	346
YIL024C	189
YIL026C	1150
YIL027C	141
YIL029C	142
YIL030C	1319
YIL031W	1034
YIL033C	415
YIL034C	286
YIL035C	372
YIL036W	587
YIL037C	656
YIL038C	836
YIL039W	473
YIL040W	138
YIL041W	325
YIL042C	374
YIL043C	284
YIL044C	297
YIL045W	538
YIL046W	640
YIL046W-A	54
YIL047C	902
YIL048W	1151
YIL049W	253
YIL050W	284
YIL051C	128
YIL052C	121
YIL053W	249
YIL054W	105
YIL055C	627
YIL056W	640
YIL057C	164
YIL059C	98
YIL060W	144
YIL061C	300
YIL062C	154
YIL063C	327
YIL064W	257
YIL065C	155
YIL066C	869
YIL067C	678
YIL068C	804
YIL069C	134
YIL070C	219
YIL071C	444
YIL072W	605
YIL073C	975
YIL074C	468
YIL075C	944
YIL076W	296
YIL077C	320
YIL078W	734
YIL079C	360
YIL082W	289
YIL082W-A	1498
YIL083C	365
YIL084C	327
YIL085C	517
YIL086C	102
YIL087C	156
YIL088C	490
YIL089W	205
YIL090W	491
YIL091C	721
YIL092W	633
YIL093C	264
YIL094C	349
YIL095W	810
YIL096C	336
YIL097W	516
YIL098C	155
YIL099W	549
YIL101C	647
YIL102C	101
YIL102C-A	75
YIL103W	425
YIL104C	507
YIL105C	686
YIL105W-A	46
YIL106W	314
YIL107C	827
YIL108W	696
YIL109C	926
YIL110W	377
YIL111W	134
YIL112W	1083
YIL113W	209
YIL114C	281
YIL115C	1460
YIL116W	385
YIL117C	318
YIL118W	228
YIL119C	407
YIL120W	563
YIL121W	542
YIL122W	351
YIL123W	457
YIL124W	297
YIL125W	984
YIL126W	1359
YIL127C	206
YIL128W	1032
YIL129C	2376
YIL130W	964
YIL131C	484
YIL132C	213
YIL133C	198
YIL134C-A	67
YIL134W	311
YIL135C	436
YIL136W	393
YIL137C	945
YIL138C	161
YIL139C	245
YIL140W	801
YIL142W	526
YIL143C	843
YIL144W	691
YIL145C	309
YIL146C	529
YIL147C	1220
YIL148W	76
YIL149C	1679
YIL150C	571
YIL151C	1118
YIL152W	235
YIL153W	393
YIL154C	346
YIL155C	649
YIL156W	1071
YIL156W-B	51
YIL157C	197
YIL158W	204
YIL159W	1375
YIL160C	417
YIL161W	235
YIL162W	513
YIL163C	117
YIL164C	199
YIL165C	119
YIL166C	542
YIL169C	972
YIL172C	589
YIL173W	1528
YIL176C	100
YIL177C	1758
YIR001C	250
YIR002C	993
YIR003W	679
YIR004W	432
YIR005W	148
YIR006C	1480
YIR007W	764
YIR008C	409
YIR009W	111
YIR010W	576
YIR011C	319
YIR012W	431
YIR013C	121
YIR014W	242
YIR015W	144
YIR016W	265
YIR017C	187
YIR018C-A	45
YIR018W	245
YIR019C	1325
YIR020C	100
YIR021W	363
YIR021W-A	70
YIR022W	167
YIR023W	970
YIR024C	190
YIR025W	368
YIR026C	364
YIR027C	460
YIR028W	635
YIR029W	343
YIR030C	244
YIR031C	554
YIR032C	195
YIR033W	1113
YIR034C	372
YIR035C	254
YIR036C	263
YIR037W	163
YIR038C	234
YIR039C	463
YIR041W	104
YIR042C	236
YJL001W	196
YJL002C	454
YJL003W	118
YJL004C	203
YJL005W	2025
YJL006C	323
YJL007C	104
YJL008C	568
YJL009W	108
YJL010C	666
YJL011C	161
YJL012C	721
YJL013C	515
YJL014W	534
YJL016W	561
YJL019W	682
YJL020C	1157
YJL023C	347
YJL024C	194
YJL025W	514
YJL026W	399
YJL027C	138
YJL028W	111
YJL029C	822
YJL030W	196
YJL031C	327
YJL033W	770
YJL034W	640
YJL035C	250
YJL036W	423
YJL037W	198
YJL038C	200
YJL039C	1683
YJL041W	823
YJL042W	1398
YJL043W	257
YJL044C	458
YJL045W	609
YJL046W	409
YJL047C	842
YJL047C-A	44
YJL048C	396
YJL049W	450
YJL050W	1073
YJL051W	822
YJL052C-A	18
YJL052W	332
YJL053W	379
YJL054W	478
YJL055W	245
YJL056C	880
YJL057C	667
YJL058C	543
YJL059W	378
YJL060W	444
YJL061W	713
YJL062W	798
YJL062W-A	85
YJL063C	237
YJL065C	167
YJL066C	252
YJL068C	299
YJL069C	594
YJL070C	888
YJL071W	561
YJL072C	213
YJL073W	623
YJL074C	1230
YJL076W	1189
YJL077C	131
YJL077W-A	28
YJL077W-B	32
YJL078C	835
YJL079C	280
YJL080C	1222
YJL081C	489
YJL082W	731
YJL083W	604
YJL084C	1046
YJL085W	623
YJL087C	827
YJL088W	337
YJL089W	829
YJL090C	764
YJL091C	490
YJL092W	1174
YJL093C	691
YJL094C	873
YJL095W	1478
YJL096W	126
YJL097W	217
YJL098W	1058
YJL099W	746
YJL100W	607
YJL101C	678
YJL102W	789
YJL103C	618
YJL104W	149
YJL105W	560
YJL106W	645
YJL107C	387
YJL108C	383
YJL109C	1768
YJL110C	551
YJL111W	550
YJL112W	714
YJL113W	1803
YJL114W	414
YJL115W	279
YJL116C	337
YJL117W	311
YJL118W	219
YJL121C	238
YJL122W	175
YJL123C	478
YJL124C	172
YJL125C	383
YJL126W	307
YJL127C	640
YJL127C-B	52
YJL128C	668
YJL129C	1235
YJL130C	2213
YJL131C	324
YJL132W	750
YJL133C-A	74
YJL133W	314
YJL134W	409
YJL136C	87
YJL136W-A	27
YJL137C	380
YJL139C	428
YJL140W	221
YJL141C	807
YJL143W	158
YJL144W	104
YJL145W	294
YJL146W	469
YJL147C	370
YJL148W	233
YJL149W	663
YJL151C	133
YJL153C	533
YJL154C	944
YJL155C	452
YJL156C	318
YJL157C	830
YJL158C	163
YJL159W	341
YJL160C	225
YJL161W	180
YJL162C	583
YJL163C	555
YJL164C	396
YJL165C	855
YJL166W	94
YJL167W	352
YJL168C	733
YJL170C	209
YJL171C	349
YJL172W	576
YJL173C	122
YJL174W	255
YJL176C	825
YJL177W	183
YJL178C	252
YJL179W	108
YJL180C	325
YJL181W	611
YJL183W	422
YJL184W	123
YJL185C	293
YJL186W	557
YJL187C	819
YJL189W	50
YJL190C	129
YJL191W	138
YJL192C	216
YJL193W	402
YJL194W	513
YJL196C	310
YJL197C-A	93
YJL197W	1254
YJL198W	881
YJL199C	108
YJL200C	775
YJL201W	599
YJL203W	280
YJL204C	840
YJL205C	53
YJL206C	758
YJL207C	2014
YJL208C	329
YJL209W	654
YJL210W	271
YJL212C	799
YJL213W	331
YJL214W	569
YJL216C	581
YJL217W	198
YJL218W	196
YJL219W	567
YJL221C	589
YJL222W	1528
YJL223C	100
YJL225C	1758
YJR001W	602
YJR002W	592
YJR003C	484
YJR004C	608
YJR005C-A	93
YJR005W	700
YJR006W	487
YJR007W	304
YJR008W	338
YJR009C	331
YJR010C-A	93
YJR010W	511
YJR011C	261
YJR012C	207
YJR013W	403
YJR014W	198
YJR015W	510
YJR016C	585
YJR017C	170
YJR019C	349
YJR021C	314
YJR022W	109
YJR024C	244
YJR025C	177
YJR026W	440
YJR027W	1755
YJR028W	440
YJR029W	1755
YJR030C	745
YJR031C	1408
YJR032W	393
YJR033C	1357
YJR034W	108
YJR035W	1085
YJR036C	892
YJR039W	1121
YJR040W	779
YJR041C	1174
YJR042W	744
YJR043C	350
YJR044C	140
YJR045C	631
YJR046W	604
YJR047C	156
YJR048W	108
YJR049C	530
YJR050W	235
YJR051W	469
YJR052W	565
YJR053W	574
YJR054W	497
YJR055W	164
YJR056C	236
YJR057W	216
YJR058C	147
YJR059W	818
YJR060W	351
YJR061W	935
YJR062C	457
YJR063W	125
YJR064W	562
YJR065C	449
YJR066W	2470
YJR067C	141
YJR068W	353
YJR069C	197
YJR070C	324
YJR072C	385
YJR073C	206
YJR074W	218
YJR075W	395
YJR076C	414
YJR077C	311
YJR078W	453
YJR079W	109
YJR080C	283
YJR082C	113
YJR083C	309
YJR084W	423
YJR085C	105
YJR086W	107
YJR088C	292
YJR089W	954
YJR090C	1151
YJR091C	1091
YJR092W	1447
YJR093C	327
YJR094C	360
YJR094W-A	91
YJR095W	322
YJR096W	282
YJR097W	171
YJR098C	656
YJR099W	236
YJR100C	327
YJR101W	266
YJR102C	202
YJR103W	578
YJR104C	153
YJR105W	340
YJR106W	725
YJR107C-A	78
YJR107W	328
YJR108W	123
YJR109C	1118
YJR110W	688
YJR111C	283
YJR112W	201
YJR112W-A	109
YJR113C	221
YJR115W	169
YJR116W	279
YJR117W	453
YJR118C	203
YJR119C	728
YJR120W	97
YJR121W	478
YJR122W	470
YJR123W	224
YJR124C	448
YJR125C	407
YJR126C	811
YJR127C	1380
YJR128W	119
YJR129C	339
YJR130C	639
YJR131W	549
YJR132W	1048
YJR133W	209
YJR134C	706
YJR135C	239
YJR135W-A	87
YJR136C	421
YJR137C	1442
YJR138W	1584
YJR139C	359
YJR140C	1648
YJR141W	347
YJR142W	342
YJR143C	762
YJR144W	239
YJR145C	260
YJR146W	117
YJR147W	358
YJR148W	376
YJR149W	404
YJR150C	256
YJR151C	1118
YJR151W-A	16
YJR152W	543
YJR153W	343
YJR154W	346
YJR155W	288
YJR156C	340
YJR158W	567
YJR159W	357
YJR160C	602
YJR161C	383
YKL001C	202
YKL002W	232
YKL003C	131
YKL004W	401
YKL005C	594
YKL006C-A	97
YKL006W	137
YKL007W	267
YKL008C	417
YKL009W	236
YKL010C	1483
YKL011C	353
YKL012W	583
YKL013C	171
YKL014C	1764
YKL015W	979
YKL016C	173
YKL017C	683
YKL018C-A	80
YKL018W	329
YKL019W	316
YKL020C	1082
YKL021C	413
YKL022C	840
YKL023C-A	75
YKL023W	277
YKL024C	204
YKL025C	679
YKL026C	167
YKL027W	447
YKL028W	482
YKL029C	669
YKL032C	597
YKL033W	1038
YKL033W-A	236
YKL034W	732
YKL035W	498
YKL037W	118
YKL038W	1170
YKL039W	497
YKL040C	256
YKL041W	224
YKL042W	363
YKL043W	366
YKL044W	106
YKL045W	528
YKL046C	407
YKL047W	516
YKL048C	640
YKL049C	229
YKL050C	922
YKL051W	353
YKL052C	292
YKL053C-A	86
YKL054C	738
YKL055C	278
YKL056C	167
YKL057C	1037
YKL058W	122
YKL059C	441
YKL060C	358
YKL061W	113
YKL062W	630
YKL063C	167
YKL064W	969
YKL065C	206
YKL065W-A	73
YKL067W	153
YKL068W	959
YKL068W-A	78
YKL069W	180
YKL070W	169
YKL071W	256
YKL072W	766
YKL073W	861
YKL074C	527
YKL075C	450
YKL077W	392
YKL078W	735
YKL079W	656
YKL080W	391
YKL081W	411
YKL082C	433
YKL084W	116
YKL085W	317
YKL086W	127
YKL087C	224
YKL088W	571
YKL089W	549
YKL090W	443
YKL091C	310
YKL092C	1103
YKL093W	339
YKL094W	313
YKL095W	278
YKL096C-B	49
YKL096W	197
YKL096W-A	51
YKL097C	136
YKL098W	357
YKL099C	250
YKL100C	587
YKL100W-A	29
YKL101W	1518
YKL102C	101
YKL103C	469
YKL104C	716
YKL105C	1132
YKL106C-A	39
YKL106W	451
YKL107W	309
YKL108W	453
YKL109W	554
YKL110C	313
YKL112W	731
YKL113C	382
YKL114C	366
YKL116C	518
YKL117W	215
YKL119C	215
