oln	length
ENST00000288065	340
ENST00000288071	478
ENST00000288078	1084
ENST00000288087	176
ENST00000288098	222
ENST00000288111	312
ENST00000288135	951
ENST00000288139	2161
ENST00000288167	485
ENST00000288177	458
ENST00000288197	1063
ENST00000288207	398
ENST00000288221	957
ENST00000288228	368
ENST00000288235	1108
ENST00000288266	709
ENST00000288319	486
ENST00000288350	670
ENST00000288368	1606
ENST00000288390	300
ENST00000288439	1119
ENST00000288462	461
ENST00000288466	954
ENST00000288490	1065
ENST00000288502	342
ENST00000288513	492
ENST00000288520	1290
ENST00000288532	285
ENST00000288599	1440
ENST00000288616	369
ENST00000288670	1085
ENST00000288699	564
ENST00000288710	740
ENST00000288723	217
ENST00000288745	1025
ENST00000288757	262
ENST00000288774	326
ENST00000288815	625
ENST00000288828	454
ENST00000288840	496
ENST00000288861	185
ENST00000288873	240
ENST00000288912	1149
ENST00000288937	167
ENST00000288943	314
ENST00000288976	754
ENST00000288985	1561
ENST00000288986	376
ENST00000289013	670
ENST00000289081	558
ENST00000289104	205
ENST00000289119	409
ENST00000289153	1070
ENST00000289166	425
ENST00000289228	376
ENST00000289248	303
ENST00000289269	965
ENST00000289272	921
ENST00000289290	630
ENST00000289292	1493
ENST00000289316	125
ENST00000289359	249
ENST00000289361	484
ENST00000289371	1220
ENST00000289373	44
ENST00000289382	510
ENST00000289388	387
ENST00000289409	739
ENST00000289416	559
ENST00000289429	311
ENST00000289431	520
ENST00000289451	313
ENST00000289473	390
ENST00000289488	192
ENST00000289495	1098
ENST00000289528	254
ENST00000289547	1338
ENST00000289577	149
ENST00000289619	130
ENST00000289672	2849
ENST00000289703	431
ENST00000289707	263
ENST00000289746	754
ENST00000289749	165
ENST00000289753	440
ENST00000289788	389
ENST00000289805	424
ENST00000289815	1202
ENST00000289816	614
ENST00000289820	214
ENST00000289865	565
ENST00000289893	7388
ENST00000289902	68
ENST00000289921	743
ENST00000289953	203
ENST00000289957	434
ENST00000289968	881
ENST00000289989	365
ENST00000290015	335
ENST00000290075	338
ENST00000290079	108
ENST00000290122	242
ENST00000290130	233
ENST00000290155	290
ENST00000290158	876
ENST00000290167	329
ENST00000290178	917
ENST00000290200	306
ENST00000290208	233
ENST00000290209	1150
ENST00000290216	425
ENST00000290219	316
ENST00000290231	579
ENST00000290246	720
ENST00000290271	214
ENST00000290291	677
ENST00000290294	57
ENST00000290295	284
ENST00000290299	190
ENST00000290310	123
ENST00000290330	258
ENST00000290341	577
ENST00000290349	276
ENST00000290354	276
ENST00000290363	385
ENST00000290374	321
ENST00000290378	376
ENST00000290399	667
ENST00000290417	258
ENST00000290418	750
ENST00000290419	982
ENST00000290429	369
ENST00000290431	624
ENST00000290438	693
ENST00000290460	324
ENST00000290470	889
ENST00000290472	818
ENST00000290497	41
ENST00000290510	716
ENST00000290524	615
ENST00000290536	530
ENST00000290541	219
ENST00000290551	158
ENST00000290552	446
ENST00000290567	555
ENST00000290573	917
ENST00000290583	465
ENST00000290597	539
ENST00000290607	4700
ENST00000290649	643
ENST00000290650	1748
ENST00000290663	268
ENST00000290691	473
ENST00000290705	61
ENST00000290722	324
ENST00000290759	359
ENST00000290765	243
ENST00000290776	548
ENST00000290795	474
ENST00000290810	533
ENST00000290846	421
ENST00000290858	182
ENST00000290863	1277
ENST00000290868	676
ENST00000290871	252
ENST00000290881	471
ENST00000290894	423
ENST00000290902	305
ENST00000290913	234
ENST00000290921	440
ENST00000290942	175
ENST00000290943	1011
ENST00000290949	351
ENST00000290953	50
ENST00000290974	887
ENST00000291009	118
ENST00000291041	423
ENST00000291074	699
ENST00000291107	859
ENST00000291182	738
ENST00000291231	321
ENST00000291232	184
ENST00000291270	629
ENST00000291281	878
ENST00000291294	383
ENST00000291295	148
ENST00000291358	466
ENST00000291386	194
ENST00000291416	475
ENST00000291439	422
ENST00000291440	1860
ENST00000291442	404
ENST00000291458	143
ENST00000291481	373
ENST00000291495	1136
ENST00000291503	1203
ENST00000291526	106
ENST00000291527	60
ENST00000291532	454
ENST00000291535	661
ENST00000291536	309
ENST00000291539	593
ENST00000291547	436
ENST00000291552	239
ENST00000291554	173
ENST00000291560	334
ENST00000291565	312
ENST00000291568	98
ENST00000291572	376
ENST00000291574	1259
ENST00000291576	919
ENST00000291577	227
ENST00000291582	545
ENST00000291592	225
ENST00000291598	569
ENST00000291633	327
ENST00000291634	230
ENST00000291670	541
ENST00000291672	340
ENST00000291688	1980
ENST00000291691	322
ENST00000291700	91
ENST00000291705	433
ENST00000291707	577
ENST00000291715	167
ENST00000291722	172
ENST00000291744	288
ENST00000291750	528
ENST00000291752	206
ENST00000291759	476
ENST00000291764	422
ENST00000291775	675
ENST00000291823	616
ENST00000291825	1461
ENST00000291839	333
ENST00000291842	706
ENST00000291860	385
ENST00000291890	283
ENST00000291892	204
ENST00000291900	765
ENST00000291901	278
ENST00000291906	889
ENST00000291934	156
ENST00000291971	1048
ENST00000292035	311
ENST00000292067	375
ENST00000292069	610
ENST00000292090	212
ENST00000292114	207
ENST00000292123	914
ENST00000292140	640
ENST00000292144	18
ENST00000292147	247
ENST00000292169	94
ENST00000292174	372
ENST00000292176	539
ENST00000292180	570
ENST00000292199	889
ENST00000292211	422
ENST00000292246	660
ENST00000292254	902
ENST00000292291	344
ENST00000292301	374
ENST00000292303	352
ENST00000292327	194
ENST00000292330	253
ENST00000292357	1017
ENST00000292363	325
ENST00000292377	531
ENST00000292385	648
ENST00000292401	278
ENST00000292408	781
ENST00000292427	479
ENST00000292430	121
ENST00000292431	527
ENST00000292432	923
ENST00000292433	223
ENST00000292450	473
ENST00000292475	93
ENST00000292476	269
ENST00000292478	700
ENST00000292494	81
ENST00000292510	221
ENST00000292513	402
ENST00000292524	493
ENST00000292530	665
ENST00000292535	1505
ENST00000292538	678
ENST00000292539	525
ENST00000292562	671
ENST00000292566	301
ENST00000292574	499
ENST00000292579	560
ENST00000292586	343
ENST00000292591	548
ENST00000292596	150
ENST00000292599	1016
ENST00000292609	555
ENST00000292614	117
ENST00000292616	647
ENST00000292641	84
ENST00000292644	432
ENST00000292672	485
ENST00000292778	323
ENST00000292779	613
ENST00000292782	259
ENST00000292807	435
ENST00000292808	708
ENST00000292823	367
ENST00000292841	769
ENST00000292852	278
ENST00000292853	283
ENST00000292879	219
ENST00000292894	274
ENST00000292896	146
ENST00000292907	58
ENST00000292928	550
ENST00000293062	673
ENST00000293068	509
ENST00000293190	1214
ENST00000293217	660
ENST00000293230	190
ENST00000293255	173
ENST00000293261	459
ENST00000293288	192
ENST00000293303	608
ENST00000293308	483
ENST00000293328	787
ENST00000293349	772
ENST00000293350	802
ENST00000293362	253
ENST00000293371	91
ENST00000293373	1127
ENST00000293379	1008
ENST00000293396	314
ENST00000293404	516
ENST00000293405	201
ENST00000293406	194
ENST00000293414	453
ENST00000293441	2161
ENST00000293443	797
ENST00000293471	617
ENST00000293493	407
ENST00000293502	313
ENST00000293525	486
ENST00000293549	343
ENST00000293599	265
ENST00000293604	315
ENST00000293618	724
ENST00000293636	240
ENST00000293648	426
ENST00000293662	395
ENST00000293670	493
ENST00000293683	886
ENST00000293695	218
ENST00000293709	702
ENST00000293725	476
ENST00000293745	511
ENST00000293756	410
ENST00000293760	502
ENST00000293761	661
ENST00000293771	615
ENST00000293774	534
ENST00000293777	116
ENST00000293778	225
ENST00000293780	473
ENST00000293800	568
ENST00000293805	479
ENST00000293825	249
ENST00000293829	225
ENST00000293831	405
ENST00000293842	145
ENST00000293845	316
ENST00000293851	258
ENST00000293860	108
ENST00000293872	371
ENST00000293879	1748
ENST00000293889	438
ENST00000293894	446
ENST00000293897	364
ENST00000293922	453
ENST00000293925	1269
ENST00000293937	342
ENST00000293970	559
ENST00000293971	409
ENST00000293973	553
ENST00000293978	273
ENST00000293981	140
ENST00000294008	1834
ENST00000294016	1353
ENST00000294053	671
ENST00000294064	428
ENST00000294066	820
ENST00000294072	242
ENST00000294117	72
ENST00000294119	296
ENST00000294129	722
ENST00000294168	622
ENST00000294172	618
ENST00000294179	355
ENST00000294187	288
ENST00000294189	158
ENST00000294241	582
ENST00000294244	381
ENST00000294256	595
ENST00000294258	310
ENST00000294288	219
ENST00000294304	1584
ENST00000294309	752
ENST00000294312	192
ENST00000294338	114
ENST00000294339	331
ENST00000294353	744
ENST00000294360	160
ENST00000294383	2620
ENST00000294401	558
ENST00000294409	572
ENST00000294413	416
ENST00000294428	690
ENST00000294435	134
ENST00000294454	304
ENST00000294484	1392
ENST00000294485	324
ENST00000294489	140
ENST00000294507	262
ENST00000294517	460
ENST00000294521	1035
ENST00000294543	634
ENST00000294599	1511
ENST00000294600	656
ENST00000294613	170
ENST00000294618	2047
ENST00000294623	643
ENST00000294635	1247
ENST00000294638	356
ENST00000294664	891
ENST00000294671	638
ENST00000294678	636
ENST00000294702	422
ENST00000294724	1532
ENST00000294725	1135
ENST00000294728	715
ENST00000294732	3477
ENST00000294740	895
ENST00000294742	150
ENST00000294753	587
ENST00000294785	676
ENST00000294794	728
ENST00000294800	184
ENST00000294811	269
ENST00000294816	382
ENST00000294818	290
ENST00000294829	594
ENST00000294848	981
ENST00000294854	1076
ENST00000294889	142
ENST00000294947	248
ENST00000294954	673
ENST00000294964	461
ENST00000294973	286
ENST00000294981	400
ENST00000294984	155
ENST00000295006	681
ENST00000295008	95
ENST00000295025	618
ENST00000295030	403
ENST00000295031	718
ENST00000295033	477
ENST00000295049	500
ENST00000295055	669
ENST00000295057	488
ENST00000295065	297
ENST00000295066	99
ENST00000295079	195
ENST00000295082	494
ENST00000295083	183
ENST00000295087	178
ENST00000295092	292
ENST00000295095	475
ENST00000295101	501
ENST00000295108	356
ENST00000295113	293
ENST00000295119	326
ENST00000295121	357
ENST00000295124	665
ENST00000295131	633
ENST00000295133	875
ENST00000295148	721
ENST00000295150	206
ENST00000295156	190
ENST00000295171	378
ENST00000295181	258
ENST00000295190	510
ENST00000295201	435
ENST00000295206	392
ENST00000295208	400
ENST00000295213	538
ENST00000295225	256
ENST00000295226	163
ENST00000295228	115
ENST00000295240	341
ENST00000295246	1778
ENST00000295256	199
ENST00000295266	361
ENST00000295268	459
ENST00000295269	798
ENST00000295290	248
ENST00000295294	357
ENST00000295297	273
ENST00000295304	184
ENST00000295314	345
ENST00000295317	368
ENST00000295321	819
ENST00000295324	254
ENST00000295326	107
ENST00000295367	168
ENST00000295379	108
ENST00000295400	137
ENST00000295408	979
ENST00000295414	359
ENST00000295417	559
ENST00000295448	276
ENST00000295452	430
ENST00000295453	484
ENST00000295454	449
ENST00000295461	410
ENST00000295463	484
ENST00000295470	420
ENST00000295488	1101
ENST00000295491	142
ENST00000295497	458
ENST00000295500	870
ENST00000295522	211
ENST00000295542	706
ENST00000295548	1196
ENST00000295550	3152
ENST00000295566	796
ENST00000295569	105
ENST00000295571	510
ENST00000295588	369
ENST00000295589	428
ENST00000295591	1251
ENST00000295598	1018
ENST00000295605	729
ENST00000295612	224
ENST00000295619	102
ENST00000295622	536
ENST00000295628	371
ENST00000295633	288
ENST00000295640	649
ENST00000295645	241
ENST00000295658	297
ENST00000295666	256
ENST00000295682	136
ENST00000295683	350
ENST00000295685	300
ENST00000295688	545
ENST00000295694	394
ENST00000295702	166
ENST00000295704	459
ENST00000295709	1315
ENST00000295718	945
ENST00000295720	1172
ENST00000295727	238
ENST00000295728	197
ENST00000295729	1925
ENST00000295731	384
ENST00000295736	1214
ENST00000295738	610
ENST00000295743	686
ENST00000295746	905
ENST00000295754	545
ENST00000295755	88
ENST00000295756	186
ENST00000295757	347
ENST00000295759	627
ENST00000295760	1157
ENST00000295766	451
ENST00000295767	142
ENST00000295770	825
ENST00000295777	394
ENST00000295797	595
ENST00000295802	592
ENST00000295809	785
ENST00000295822	152
ENST00000295824	833
ENST00000295830	122
ENST00000295834	127
ENST00000295839	360
ENST00000295854	188
ENST00000295863	187
ENST00000295864	284
ENST00000295868	1854
ENST00000295872	855
ENST00000295874	1426
ENST00000295878	936
ENST00000295886	367
ENST00000295887	461
ENST00000295888	3526
ENST00000295890	333
ENST00000295894	265
ENST00000295896	292
ENST00000295897	585
ENST00000295898	117
ENST00000295899	203
ENST00000295900	892
ENST00000295901	388
ENST00000295903	1648
ENST00000295910	663
ENST00000295911	232
ENST00000295920	692
ENST00000295924	657
ENST00000295925	526
ENST00000295927	364
ENST00000295930	334
ENST00000295934	185
ENST00000295951	828
ENST00000295955	192
ENST00000295956	2602
ENST00000295958	99
ENST00000295959	123
ENST00000295962	337
ENST00000295966	689
ENST00000295971	593
ENST00000295974	758
ENST00000295981	771
ENST00000295984	954
ENST00000295987	705
ENST00000295989	1235
ENST00000295992	392
ENST00000296003	650
ENST00000296015	770
ENST00000296026	73
ENST00000296027	78
ENST00000296028	94
ENST00000296029	70
ENST00000296043	1996
ENST00000296046	308
ENST00000296048	349
ENST00000296051	1004
ENST00000296059	201
ENST00000296088	765
ENST00000296091	544
ENST00000296096	214
ENST00000296097	189
ENST00000296098	358
ENST00000296102	57
ENST00000296121	154
ENST00000296122	326
ENST00000296125	684
ENST00000296127	299
ENST00000296129	807
ENST00000296130	181
ENST00000296135	299
ENST00000296137	1477
ENST00000296140	355
ENST00000296142	232
ENST00000296144	371
ENST00000296145	120
ENST00000296149	266
ENST00000296161	739
ENST00000296181	776
ENST00000296202	252
ENST00000296210	373
ENST00000296214	190
ENST00000296215	396
ENST00000296218	258
ENST00000296220	747
ENST00000296233	416
ENST00000296238	79
ENST00000296252	433
ENST00000296255	584
ENST00000296257	589
ENST00000296266	1241
ENST00000296271	348
ENST00000296273	363
ENST00000296277	51
ENST00000296292	541
ENST00000296302	1689
ENST00000296315	526
ENST00000296318	723
ENST00000296326	309
ENST00000296327	340
ENST00000296328	488
ENST00000296333	247
ENST00000296350	690
ENST00000296358	612
ENST00000296370	95
ENST00000296380	373
ENST00000296387	224
ENST00000296402	498
ENST00000296411	385
ENST00000296412	373
ENST00000296417	127
ENST00000296420	243
ENST00000296422	515
ENST00000296424	245
ENST00000296425	223
ENST00000296438	464
ENST00000296440	2116
ENST00000296444	212
ENST00000296449	594
ENST00000296452	3925
ENST00000296456	732
ENST00000296464	839
ENST00000296468	518
ENST00000296471	501
ENST00000296473	652
ENST00000296474	1376
ENST00000296479	417
ENST00000296484	407
ENST00000296486	499
ENST00000296487	270
ENST00000296490	313
ENST00000296498	855
ENST00000296499	873
ENST00000296503	209
ENST00000296504	220
ENST00000296506	78
ENST00000296509	204
ENST00000296511	319
ENST00000296513	576
ENST00000296518	690
ENST00000296519	390
ENST00000296521	266
ENST00000296525	329
ENST00000296529	345
ENST00000296530	519
ENST00000296533	384
ENST00000296543	866
ENST00000296545	114
ENST00000296550	766
ENST00000296564	2266
ENST00000296575	683
ENST00000296577	599
ENST00000296581	80
ENST00000296582	438
ENST00000296585	1152
ENST00000296589	530
ENST00000296591	457
ENST00000296595	487
ENST00000296597	169
ENST00000296600	364
ENST00000296603	695
ENST00000296604	465
ENST00000296615	592
ENST00000296632	205
ENST00000296641	336
ENST00000296657	494
ENST00000296658	244
ENST00000296662	138
ENST00000296666	445
ENST00000296674	142
ENST00000296677	361
ENST00000296679	459
ENST00000296682	894
ENST00000296684	133
ENST00000296694	72
ENST00000296695	56
ENST00000296701	1188
ENST00000296702	1098
ENST00000296721	768
ENST00000296733	519
ENST00000296736	521
ENST00000296739	430
ENST00000296741	397
ENST00000296742	777
ENST00000296754	941
ENST00000296755	2467
ENST00000296776	243
ENST00000296777	89
ENST00000296782	1708
ENST00000296783	484
ENST00000296785	313
ENST00000296786	317
ENST00000296792	517
ENST00000296794	1705
ENST00000296795	881
ENST00000296805	779
ENST00000296824	260
ENST00000296839	403
ENST00000296859	1601
ENST00000296861	614
ENST00000296862	708
ENST00000296869	697
ENST00000296870	133
ENST00000296871	127
ENST00000296873	482
ENST00000296877	40
ENST00000296921	291
ENST00000296930	294
ENST00000296946	435
ENST00000296953	639
ENST00000296955	681
ENST00000296978	491
ENST00000296980	242
ENST00000297001	438
ENST00000297012	130
ENST00000297015	713
ENST00000297029	715
ENST00000297056	672
ENST00000297063	520
ENST00000297071	281
ENST00000297107	603
ENST00000297109	183
ENST00000297130	251
ENST00000297135	839
ENST00000297142	337
ENST00000297145	405
ENST00000297146	370
ENST00000297151	585
ENST00000297156	296
ENST00000297157	221
ENST00000297161	646
ENST00000297164	303
ENST00000297185	633
ENST00000297186	870
ENST00000297195	530
ENST00000297203	253
ENST00000297205	339
ENST00000297239	610
ENST00000297258	134
ENST00000297261	439
ENST00000297265	233
ENST00000297267	1862
ENST00000297268	1040
ENST00000297273	797
ENST00000297283	253
ENST00000297290	125
ENST00000297293	1503
ENST00000297307	338
ENST00000297316	414
ENST00000297323	1119
ENST00000297324	319
ENST00000297325	357
ENST00000297338	631
ENST00000297347	177
ENST00000297350	380
ENST00000297354	244
ENST00000297373	387
ENST00000297375	333
ENST00000297404	500
ENST00000297405	3707
ENST00000297423	915
ENST00000297431	435
ENST00000297438	505
ENST00000297440	854
ENST00000297447	874
ENST00000297450	483
ENST00000297459	305
ENST00000297469	375
ENST00000297477	413
ENST00000297494	1202
ENST00000297498	78
ENST00000297504	680
ENST00000297508	904
ENST00000297512	531
ENST00000297518	292
ENST00000297524	470
ENST00000297532	549
ENST00000297533	246
ENST00000297534	113
ENST00000297537	363
ENST00000297540	393
ENST00000297564	75
ENST00000297565	312
ENST00000297574	179
ENST00000297578	315
ENST00000297581	470
ENST00000297591	1811
ENST00000297592	910
ENST00000297596	296
ENST00000297598	466
ENST00000297613	163
ENST00000297615	682
ENST00000297620	185
ENST00000297623	262
ENST00000297625	714
ENST00000297632	179
ENST00000297661	502
ENST00000297668	1263
ENST00000297689	462
ENST00000297720	466
ENST00000297737	229
ENST00000297770	308
ENST00000297784	760
ENST00000297785	500
ENST00000297788	1154
ENST00000297792	822
ENST00000297814	1401
ENST00000297819	244
ENST00000297848	1768
ENST00000297857	873
ENST00000297866	3187
ENST00000297873	245
ENST00000297875	730
ENST00000297894	192
ENST00000297904	117
ENST00000297908	207
ENST00000297913	314
ENST00000297933	1478
ENST00000297954	2297
ENST00000297977	690
ENST00000297988	342
ENST00000297990	1146
ENST00000297991	292
ENST00000297994	316
ENST00000298004	1089
ENST00000298032	872
ENST00000298048	651
ENST00000298050	604
ENST00000298068	776
ENST00000298085	619
ENST00000298090	246
ENST00000298097	555
ENST00000298110	508
ENST00000298119	702
ENST00000298125	400
ENST00000298130	71
ENST00000298139	1431
ENST00000298159	165
ENST00000298171	743
ENST00000298181	188
ENST00000298190	171
ENST00000298198	622
ENST00000298223	214
ENST00000298229	1258
ENST00000298231	284
ENST00000298248	318
ENST00000298251	383
ENST00000298260	412
ENST00000298281	1554
ENST00000298282	472
ENST00000298283	214
ENST00000298288	414
ENST00000298289	106
ENST00000298292	837
ENST00000298295	212
ENST00000298296	643
ENST00000298299	224
ENST00000298307	406
ENST00000298310	1076
ENST00000298316	174
ENST00000298317	362
ENST00000298351	806
ENST00000298352	151
ENST00000298355	710
ENST00000298375	320
ENST00000298386	754
ENST00000298396	188
ENST00000298428	476
ENST00000298440	337
ENST00000298454	297
ENST00000298466	328
ENST00000298472	514
ENST00000298492	415
ENST00000298510	195
ENST00000298523	247
ENST00000298527	229
ENST00000298530	159
ENST00000298532	1469
ENST00000298537	435
ENST00000298542	714
ENST00000298545	479
ENST00000298552	1164
ENST00000298556	217
ENST00000298564	270
ENST00000298569	305
ENST00000298571	195
ENST00000298585	227
ENST00000298596	989
ENST00000298622	844
ENST00000298630	486
ENST00000298642	314
ENST00000298649	917
ENST00000298681	309
ENST00000298684	370
ENST00000298690	128
ENST00000298694	1519
ENST00000298699	414
ENST00000298705	422
ENST00000298717	579
ENST00000298738	696
ENST00000298743	279
ENST00000298746	348
ENST00000298767	1190
ENST00000298784	835
ENST00000298808	360
ENST00000298815	874
ENST00000298838	424
ENST00000298841	407
ENST00000298845	394
ENST00000298852	439
ENST00000298854	411
ENST00000298875	782
ENST00000298892	1127
ENST00000298894	351
ENST00000298896	1131
ENST00000298902	89
ENST00000298910	2527
ENST00000298912	1002
ENST00000298919	1036
ENST00000298925	820
ENST00000298942	349
ENST00000298943	235
ENST00000298966	59
ENST00000298972	638
ENST00000298999	792
ENST00000299001	852
ENST00000299022	477
ENST00000299045	519
ENST00000299084	443
ENST00000299088	521
ENST00000299092	515
ENST00000299106	279
ENST00000299135	568
ENST00000299138	796
ENST00000299140	143
ENST00000299155	434
ENST00000299157	350
ENST00000299162	517
ENST00000299163	348
ENST00000299164	738
ENST00000299166	158
ENST00000299167	1092
ENST00000299173	471
ENST00000299174	145
ENST00000299178	418
ENST00000299179	215
ENST00000299185	294
ENST00000299191	265
ENST00000299192	680
ENST00000299194	335
ENST00000299204	447
ENST00000299206	575
ENST00000299213	490
ENST00000299237	582
ENST00000299238	775
ENST00000299259	443
ENST00000299267	448
ENST00000299275	1115
ENST00000299290	351
ENST00000299295	252
ENST00000299299	103
ENST00000299300	534
ENST00000299308	1078
ENST00000299314	928
ENST00000299320	520
ENST00000299333	193
ENST00000299335	276
ENST00000299338	508
ENST00000299339	228
ENST00000299340	125
ENST00000299350	235
ENST00000299366	1038
ENST00000299367	732
ENST00000299381	109
ENST00000299402	710
ENST00000299413	344
ENST00000299415	153
ENST00000299421	452
ENST00000299424	217
ENST00000299427	368
ENST00000299432	460
ENST00000299440	1043
ENST00000299441	3256
ENST00000299443	584
ENST00000299454	317
ENST00000299459	308
ENST00000299481	1093
ENST00000299492	876
ENST00000299498	276
ENST00000299502	415
ENST00000299505	1070
ENST00000299506	506
ENST00000299518	339
ENST00000299529	137
ENST00000299550	1216
ENST00000299563	708
ENST00000299565	446
ENST00000299572	339
ENST00000299575	823
ENST00000299576	210
ENST00000299578	395
ENST00000299596	291
ENST00000299601	665
ENST00000299608	430
ENST00000299610	234
ENST00000299612	815
ENST00000299613	646
ENST00000299626	526
ENST00000299633	203
ENST00000299638	368
ENST00000299641	883
ENST00000299642	175
ENST00000299663	219
ENST00000299665	215
ENST00000299667	446
ENST00000299687	2248
ENST00000299694	259
ENST00000299697	232
ENST00000299698	1437
ENST00000299705	194
ENST00000299709	435
ENST00000299721	157
ENST00000299727	349
ENST00000299732	449
ENST00000299736	275
ENST00000299752	811
ENST00000299759	308
ENST00000299766	332
ENST00000299767	782
ENST00000299798	896
ENST00000299821	605
ENST00000299824	564
ENST00000299847	412
ENST00000299853	708
ENST00000299855	378
ENST00000299866	213
ENST00000299882	457
ENST00000299886	979
ENST00000299927	1267
ENST00000299957	433
ENST00000299961	455
ENST00000299964	264
ENST00000299977	891
ENST00000299980	822
ENST00000300005	691
ENST00000300006	204
ENST00000300022	127
ENST00000300026	183
ENST00000300027	1328
ENST00000300030	160
ENST00000300035	111
ENST00000300036	1972
ENST00000300038	471
ENST00000300051	507
ENST00000300055	522
ENST00000300056	247
ENST00000300057	268
ENST00000300060	966
ENST00000300061	649
ENST00000300069	208
ENST00000300079	302
ENST00000300086	398
ENST00000300087	182
ENST00000300091	341
ENST00000300093	602
ENST00000300098	404
ENST00000300101	712
ENST00000300105	323
ENST00000300107	577
ENST00000300113	195
ENST00000300119	1043
ENST00000300127	314
ENST00000300128	401
ENST00000300131	525
ENST00000300134	846
ENST00000300141	898
ENST00000300145	246
ENST00000300146	770
ENST00000300151	222
ENST00000300175	186
ENST00000300176	481
ENST00000300179	841
ENST00000300181	395
ENST00000300182	147
ENST00000300184	240
ENST00000300187	679
ENST00000300190	200
ENST00000300209	226
ENST00000300213	359
ENST00000300226	250
ENST00000300227	867
ENST00000300231	2803
ENST00000300245	292
ENST00000300249	327
ENST00000300255	393
ENST00000300258	215
ENST00000300278	2425
ENST00000300283	378
ENST00000300289	481
ENST00000300291	226
ENST00000300302	391
ENST00000300303	369
ENST00000300305	453
ENST00000300399	484
ENST00000300403	747
ENST00000300404	566
ENST00000300406	66
ENST00000300408	271
ENST00000300413	119
ENST00000300417	723
ENST00000300432	394
ENST00000300433	133
ENST00000300441	574
ENST00000300452	235
ENST00000300456	643
ENST00000300469	95
ENST00000300481	1503
ENST00000300504	336
ENST00000300527	999
ENST00000300540	595
ENST00000300557	103
ENST00000300571	375
ENST00000300574	303
ENST00000300575	132
ENST00000300576	693
ENST00000300584	963
ENST00000300589	1040
ENST00000300590	316
ENST00000300591	2067
ENST00000300605	259
ENST00000300619	1191
ENST00000300648	2670
ENST00000300650	702
ENST00000300651	1581
ENST00000300658	300
ENST00000300688	102
ENST00000300692	150
ENST00000300714	525
ENST00000300737	663
ENST00000300738	792
ENST00000300747	485
ENST00000300762	172
ENST00000300778	317
ENST00000300784	309
ENST00000300797	340
ENST00000300811	188
ENST00000300823	803
ENST00000300835	585
ENST00000300849	619
ENST00000300850	1829
ENST00000300851	118
ENST00000300870	743
ENST00000300873	67
ENST00000300880	261
ENST00000300896	1601
ENST00000300900	266
ENST00000300917	991
ENST00000300933	247
ENST00000300935	204
ENST00000300952	468
ENST00000300954	642
ENST00000300961	331
ENST00000300976	614
ENST00000301011	953
ENST00000301012	399
ENST00000301015	2521
ENST00000301019	546
ENST00000301021	140
ENST00000301030	2663
ENST00000301031	139
ENST00000301032	240
ENST00000301039	364
ENST00000301042	438
ENST00000301043	259
ENST00000301046	123
ENST00000301050	484
ENST00000301057	366
ENST00000301061	361
ENST00000301067	5537
ENST00000301068	180
ENST00000301072	449
ENST00000301073	264
ENST00000301093	531
ENST00000301096	516
ENST00000301141	494
ENST00000301146	494
ENST00000301149	349
ENST00000301159	246
ENST00000301175	536
ENST00000301178	869
ENST00000301180	1576
ENST00000301187	712
ENST00000301190	452
ENST00000301194	450
ENST00000301200	148
ENST00000301202	131
ENST00000301204	493
ENST00000301215	670
ENST00000301242	147
ENST00000301244	225
ENST00000301246	106
ENST00000301258	75
ENST00000301263	78
ENST00000301264	454
ENST00000301272	260
ENST00000301280	956
ENST00000301281	441
ENST00000301286	1357
ENST00000301295	994
ENST00000301310	517
ENST00000301318	868
ENST00000301324	257
ENST00000301327	412
ENST00000301328	313
ENST00000301332	838
ENST00000301335	569
ENST00000301336	401
ENST00000301364	804
ENST00000301365	790
ENST00000301382	300
ENST00000301391	242
ENST00000301399	485
ENST00000301407	137
ENST00000301408	145
ENST00000301420	238
ENST00000301452	264
ENST00000301455	381
ENST00000301457	112
ENST00000301458	247
ENST00000301459	523
ENST00000301463	442
ENST00000301464	213
ENST00000301466	522
ENST00000301475	402
ENST00000301480	790
ENST00000301488	126
ENST00000301490	236
ENST00000301522	197
ENST00000301529	315
ENST00000301532	314
ENST00000301547	671
ENST00000301573	271
ENST00000301585	177
ENST00000301587	160
ENST00000301599	159
ENST00000301607	2033
ENST00000301618	792
ENST00000301624	1690
ENST00000301634	233
ENST00000301645	504
ENST00000301653	473
ENST00000301656	459
ENST00000301659	445
ENST00000301665	239
ENST00000301671	513
ENST00000301678	552
ENST00000301686	204
ENST00000301691	190
ENST00000301698	402
ENST00000301717	355
ENST00000301727	784
ENST00000301729	261
ENST00000301730	305
ENST00000301732	1704
ENST00000301738	233
ENST00000301740	2752
ENST00000301744	424
ENST00000301761	137
ENST00000301764	1139
ENST00000301765	355
ENST00000301770	934
ENST00000301773	382
ENST00000301776	167
ENST00000301785	747
ENST00000301788	172
ENST00000301790	279
ENST00000301810	398
ENST00000301821	294
ENST00000301825	529
ENST00000301831	1275
ENST00000301838	208
ENST00000301843	550
ENST00000301873	1260
ENST00000301887	274
ENST00000301891	550
ENST00000301894	616
ENST00000301896	176
ENST00000301897	1476
ENST00000301904	606
ENST00000301905	322
ENST00000301919	345
ENST00000301923	1833
ENST00000301938	1052
ENST00000301944	212
ENST00000301959	459
ENST00000301964	432
ENST00000301981	367
ENST00000301998	397
ENST00000302000	419
ENST00000302003	345
