oln	evolutionary_rate
ENST00000261211	0.0000
ENST00000261245	0.0000
ENST00000261249	0.0589
ENST00000261267	0.1149
ENST00000261296	0.0114
ENST00000261302	0.0041
ENST00000261303	0.0000
ENST00000261304	0.0307
ENST00000261308	0.0062
ENST00000261313	0.0214
ENST00000261318	0.0000
ENST00000261332	0.0054
ENST00000261349	0.0038
ENST00000261353	0.0000
ENST00000261366	0.0068
ENST00000261368	0.0163
ENST00000261369	0.0059
ENST00000261374	0.0054
ENST00000261381	0.0178
ENST00000261405	0.0780
ENST00000261407	0.0226
ENST00000261416	0.0432
ENST00000261427	0.0000
ENST00000261434	0.0108
ENST00000261435	0.0390
ENST00000261438	0.0000
ENST00000261439	0.0171
ENST00000261441	0.0053
ENST00000261461	0.0021
ENST00000261479	0.0000
ENST00000261488	0.0187
ENST00000261507	0.0137
ENST00000261509	0.0344
ENST00000261520	0.0234
ENST00000261534	0.0240
ENST00000261537	0.0010
ENST00000261588	0.0482
ENST00000261592	0.0016
ENST00000261593	0.0041
ENST00000261596	0.0134
ENST00000261597	0.0078
ENST00000261600	0.0046
ENST00000261601	0.0000
ENST00000261615	0.0511
ENST00000261637	0.0197
ENST00000261643	0.0519
ENST00000261658	0.0178
ENST00000261674	0.0127
ENST00000261700	0.0000
ENST00000261707	0.0238
ENST00000261708	0.0235
ENST00000261722	0.0111
ENST00000261733	0.0501
ENST00000261735	0.0230
ENST00000261749	0.0144
ENST00000261755	0.0310
ENST00000261776	0.0051
ENST00000261783	0.0113
ENST00000261789	0.0017
ENST00000261796	0.0278
ENST00000261797	0.0023
ENST00000261799	0.0172
ENST00000261811	0.0103
ENST00000261813	0.0082
ENST00000261833	0.0035
ENST00000261858	0.0065
ENST00000261868	0.0039
ENST00000261875	0.0221
ENST00000261880	0.0159
ENST00000261883	0.0296
ENST00000261884	0.0103
ENST00000261890	0.0000
ENST00000261900	0.0138
ENST00000261908	0.0113
ENST00000261918	0.0166
ENST00000261921	0.0209
ENST00000261942	0.0022
ENST00000261951	0.0036
ENST00000261973	0.0012
ENST00000262013	0.0025
ENST00000262027	0.0189
ENST00000262030	0.0170
ENST00000262031	0.0098
ENST00000262032	0.0241
ENST00000262041	0.0033
ENST00000262053	0.0037
ENST00000262056	0.0182
ENST00000262061	0.0000
ENST00000262065	0.0000
ENST00000262067	0.0357
ENST00000262094	0.0092
ENST00000262103	0.0190
ENST00000262105	0.0104
ENST00000262120	0.0045
ENST00000262126	0.0190
ENST00000262158	0.0516
ENST00000262160	0.0000
ENST00000262177	0.0276
ENST00000262186	0.0380
ENST00000262187	0.0000
ENST00000262188	0.0000
ENST00000262193	0.0207
ENST00000262198	0.0169
ENST00000262207	0.0180
ENST00000262213	0.0107
ENST00000262215	0.0054
ENST00000262244	0.0000
ENST00000262259	0.0450
ENST00000262265	0.0310
ENST00000262288	0.0398
ENST00000262294	0.0104
ENST00000262302	0.0480
ENST00000262340	0.0094
ENST00000262352	0.0153
ENST00000262367	0.0058
ENST00000262374	0.0476
ENST00000262376	0.0221
ENST00000262394	0.0071
ENST00000262430	0.0345
ENST00000262457	0.0226
ENST00000262461	0.0084
ENST00000262493	0.0000
ENST00000262498	0.0000
ENST00000262544	0.0052
ENST00000262545	0.0032
ENST00000262551	0.0134
ENST00000262577	0.0601
ENST00000262584	0.0000
ENST00000262585	0.0860
ENST00000262593	0.0065
ENST00000262605	0.0146
ENST00000262608	0.0385
ENST00000262613	0.0251
ENST00000262622	0.0189
ENST00000262626	0.0096
ENST00000262629	0.0177
ENST00000262630	0.0472
ENST00000262631	0.0138
ENST00000262633	0.0021
ENST00000262640	0.0310
ENST00000262644	0.0111
ENST00000262662	0.0000
ENST00000262710	0.0164
ENST00000262735	0.0021
ENST00000262741	0.0065
ENST00000262746	0.0050
ENST00000262752	0.0067
ENST00000262809	0.0338
ENST00000262812	0.0097
ENST00000262817	0.0205
ENST00000262839	0.0031
ENST00000262844	0.0000
ENST00000262848	0.0196
ENST00000262850	0.0053
ENST00000262878	0.0639
ENST00000262879	0.0074
ENST00000262890	0.0087
ENST00000262915	0.0135
ENST00000262932	0.0328
ENST00000262961	0.1097
ENST00000262982	0.0000
ENST00000262990	0.0094
ENST00000262995	0.0083
ENST00000262999	0.0456
ENST00000263026	0.0248
ENST00000263033	0.0119
ENST00000263036	0.0399
ENST00000263038	0.0473
ENST00000263054	0.0394
ENST00000263080	0.0319
ENST00000263094	0.0457
ENST00000263095	0.0319
ENST00000263125	0.0071
ENST00000263150	0.0061
ENST00000263160	0.0052
ENST00000263168	0.0037
ENST00000263174	0.0254
ENST00000263177	0.0031
ENST00000263202	0.0033
ENST00000263208	0.0059
ENST00000263212	0.0374
ENST00000263233	0.0064
ENST00000263238	0.0000
ENST00000263245	0.0329
ENST00000263253	0.0079
ENST00000263256	0.0000
ENST00000263268	0.0234
ENST00000263270	0.0000
ENST00000263274	0.0174
ENST00000263317	0.0225
ENST00000263339	0.0923
ENST00000263341	0.0933
ENST00000263354	0.0000
ENST00000263360	0.0000
ENST00000263370	0.1419
ENST00000263377	0.0051
ENST00000263379	0.0566
ENST00000263383	0.0206
ENST00000263388	0.0231
ENST00000263401	0.0152
ENST00000263461	0.0090
ENST00000263464	0.0331
ENST00000263512	0.0482
ENST00000263525	0.0147
ENST00000263549	0.0357
ENST00000263559	0.0000
ENST00000263574	0.0137
ENST00000263593	0.0287
ENST00000263598	0.0909
ENST00000263604	0.0971
ENST00000263629	0.0779
ENST00000263636	0.0447
ENST00000263640	0.0020
ENST00000263642	0.0156
ENST00000263645	0.0169
ENST00000263650	0.1378
ENST00000263655	0.0000
ENST00000263657	0.0079
ENST00000263666	0.0094
ENST00000263674	0.0397
ENST00000263681	0.0258
ENST00000263694	0.0000
ENST00000263697	0.0040
ENST00000263702	0.0214
ENST00000263708	0.0054
ENST00000263710	0.0020
ENST00000263713	0.0560
ENST00000263733	0.0122
ENST00000263774	0.0303
ENST00000263776	0.0439
ENST00000263780	0.0141
ENST00000263805	0.0276
ENST00000263826	0.0000
ENST00000263847	0.0025
ENST00000263849	0.0185
ENST00000263864	0.0000
ENST00000263867	0.0115
ENST00000263881	0.0056
ENST00000263895	0.0000
ENST00000263921	0.0000
ENST00000263923	0.0118
ENST00000263956	0.0079
ENST00000263960	0.0252
ENST00000263966	0.0046
ENST00000263967	0.0000
ENST00000263969	0.0243
ENST00000263974	0.0124
ENST00000263985	0.0467
ENST00000263991	0.0146
ENST00000264001	0.0461
ENST00000264009	0.0389
ENST00000264012	0.0400
ENST00000264025	0.0081
ENST00000264027	0.0401
ENST00000264028	0.0078
ENST00000264033	0.0099
ENST00000264036	0.0304
ENST00000264039	0.0305
ENST00000264059	0.0213
ENST00000264065	0.0063
ENST00000264079	0.0155
ENST00000264094	0.0120
ENST00000264122	0.0174
ENST00000264156	0.0024
ENST00000264157	0.0041
ENST00000264159	0.0817
ENST00000264170	0.0952
ENST00000264183	0.0126
ENST00000264187	0.0273
ENST00000264192	0.0728
ENST00000264198	0.0028
ENST00000264220	0.0058
ENST00000264228	0.0252
ENST00000264230	0.0602
ENST00000264234	0.0077
ENST00000264246	0.0451
ENST00000264249	0.0112
ENST00000264254	0.0422
ENST00000264255	0.0398
ENST00000264258	0.0080
ENST00000264265	0.0270
ENST00000264279	0.0038
ENST00000264312	0.0205
ENST00000264318	0.0144
ENST00000264331	0.0086
ENST00000264345	0.0029
ENST00000264376	0.0517
ENST00000264381	0.0416
ENST00000264389	0.0000
ENST00000264399	0.0039
ENST00000264400	0.0042
ENST00000264414	0.0000
ENST00000264424	0.0000
ENST00000264426	0.0113
ENST00000264428	0.0020
ENST00000264436	0.0028
ENST00000264454	0.0297
ENST00000264463	0.0028
ENST00000264474	0.0714
ENST00000264497	0.0370
ENST00000264538	0.0117
ENST00000264552	0.0045
ENST00000264607	0.0090
ENST00000264634	0.0158
ENST00000264637	0.0020
ENST00000264638	0.0080
ENST00000264639	0.0056
ENST00000264645	0.0228
ENST00000264657	0.0026
ENST00000264664	0.0096
ENST00000264689	0.0159
ENST00000264708	0.0528
ENST00000264711	0.0073
ENST00000264712	0.0101
ENST00000264716	0.0031
ENST00000264731	0.0015
ENST00000264741	0.0185
ENST00000264748	0.0188
ENST00000264758	0.0078
ENST00000264773	0.0017
ENST00000264833	0.0066
ENST00000264866	0.0019
ENST00000264867	0.0075
ENST00000264870	0.0314
ENST00000264888	0.0800
ENST00000264893	0.0000
ENST00000264904	0.0114
ENST00000264908	0.0283
ENST00000264935	0.0696
ENST00000264951	0.0234
ENST00000264954	0.0046
ENST00000264977	0.0235
ENST00000264982	0.0385
ENST00000264995	0.0431
ENST00000265012	0.0373
ENST00000265018	0.0641
ENST00000265023	0.0745
ENST00000265036	0.0132
ENST00000265044	0.0000
ENST00000265073	0.0000
ENST00000265074	0.0148
ENST00000265077	0.0583
ENST00000265094	0.0019
ENST00000265097	0.0028
ENST00000265100	0.0000
ENST00000265107	0.0123
ENST00000265113	0.0037
ENST00000265138	0.0024
ENST00000265162	0.0240
ENST00000265165	0.0025
ENST00000265174	0.0032
ENST00000265192	0.0000
ENST00000265260	0.0056
ENST00000265271	0.0057
ENST00000265299	0.1235
ENST00000265304	0.0203
ENST00000265322	0.0792
ENST00000265333	0.0071
ENST00000265334	0.0101
ENST00000265339	0.0000
ENST00000265342	0.0285
ENST00000265351	0.0050
ENST00000265354	0.0257
ENST00000265361	0.0067
ENST00000265371	0.0141
ENST00000265404	0.0271
ENST00000265421	0.0060
ENST00000265428	0.0163
ENST00000265433	0.0438
ENST00000265437	0.0037
ENST00000265441	0.0028
ENST00000265465	0.0184
ENST00000265498	0.0068
ENST00000265523	0.0034
ENST00000265564	0.0137
ENST00000265572	0.0711
ENST00000265598	0.0697
ENST00000265627	0.0339
ENST00000265641	0.0272
ENST00000265651	0.0042
ENST00000265686	0.0614
ENST00000265709	0.0195
ENST00000265720	0.0095
ENST00000265724	0.0359
ENST00000265728	0.0430
ENST00000265729	0.0051
ENST00000265734	0.0000
ENST00000265742	0.0083
ENST00000265748	0.0267
ENST00000265753	0.0040
ENST00000265801	0.0101
ENST00000265827	0.0030
ENST00000265838	0.0164
ENST00000265854	0.0160
ENST00000265866	0.0000
ENST00000265872	0.0035
ENST00000265881	0.0084
ENST00000265922	0.0000
ENST00000265965	0.0328
ENST00000265978	0.0142
ENST00000265981	0.0000
ENST00000265986	0.0059
ENST00000266014	0.0135
ENST00000266025	0.0085
ENST00000266069	0.0000
ENST00000266070	0.0322
ENST00000266087	0.0765
ENST00000266088	0.0392
ENST00000266126	0.0085
ENST00000266304	0.0000
ENST00000266395	0.0241
ENST00000266458	0.0000
ENST00000266483	0.0338
ENST00000266503	0.0409
ENST00000266534	0.0019
ENST00000266546	0.0094
ENST00000266556	0.0876
ENST00000266557	0.0615
ENST00000266560	0.0222
ENST00000266581	0.0096
ENST00000266604	0.0310
ENST00000266643	0.0116
ENST00000266659	0.0414
ENST00000266673	0.0238
ENST00000266718	0.0178
ENST00000266732	0.0403
ENST00000266743	0.0127
ENST00000266943	0.0477
ENST00000267017	0.2909
ENST00000267079	0.0093
ENST00000267085	0.0162
ENST00000267113	0.0217
ENST00000267163	0.0065
ENST00000267199	0.0000
ENST00000267260	0.0181
ENST00000267328	0.0299
ENST00000267339	0.0095
ENST00000267377	0.0026
ENST00000267383	0.0244
ENST00000267406	0.0049
ENST00000267415	0.0334
ENST00000267425	0.0346
ENST00000267426	0.0068
ENST00000267430	0.0581
ENST00000267436	0.0302
ENST00000267460	0.0000
ENST00000267485	0.0660
ENST00000267502	0.0158
ENST00000267549	0.0386
ENST00000267568	0.0199
ENST00000267594	0.0966
ENST00000267750	0.0000
ENST00000267807	0.0286
ENST00000267812	0.0023
ENST00000267814	0.0448
ENST00000267842	0.0306
ENST00000267843	0.0000
ENST00000267938	0.0164
ENST00000267953	0.0343
ENST00000267973	0.0066
ENST00000267984	0.0055
ENST00000267996	0.0035
ENST00000268035	0.0044
ENST00000268042	0.0191
ENST00000268058	0.0703
ENST00000268097	0.0208
ENST00000268124	0.0277
ENST00000268125	0.0063
ENST00000268154	0.0151
ENST00000268171	0.0113
ENST00000268206	0.0489
ENST00000268261	0.0163
ENST00000268379	0.0309
ENST00000268383	0.0176
ENST00000268482	0.0057
ENST00000268483	0.0067
ENST00000268489	0.0100
ENST00000268533	0.0420
ENST00000268603	0.0063
ENST00000268616	0.0074
ENST00000268638	0.0117
ENST00000268655	0.0123
ENST00000268699	0.0209
ENST00000268711	0.0205
ENST00000268766	0.0173
ENST00000268793	0.0643
ENST00000268797	0.0000
ENST00000269051	0.0149
ENST00000269097	0.0087
ENST00000269141	0.0090
ENST00000269159	0.0069
ENST00000269195	0.0000
ENST00000269260	0.0073
ENST00000269298	0.0529
ENST00000269305	0.0433
ENST00000269349	0.0000
ENST00000269373	0.0388
ENST00000269391	0.0231
ENST00000269392	0.0637
ENST00000269503	0.0134
ENST00000269582	0.0461
ENST00000269593	0.0000
ENST00000269601	0.0000
ENST00000269740	0.0064
ENST00000269844	0.0604
ENST00000269856	0.0045
ENST00000269878	0.0160
ENST00000269919	0.0048
ENST00000269967	0.0061
ENST00000269980	0.0652
ENST00000270001	0.0131
ENST00000270014	0.0465
ENST00000270061	0.0208
ENST00000270066	0.0077
ENST00000270112	0.0100
ENST00000270115	0.0480
ENST00000270139	0.0952
ENST00000270142	0.0844
ENST00000270162	0.0326
ENST00000270221	0.0061
ENST00000270225	0.0127
ENST00000270279	0.0633
ENST00000270328	0.0100
ENST00000270349	0.0113
ENST00000270451	0.0102
ENST00000270538	0.0169
ENST00000270586	0.0167
ENST00000270617	0.0712
ENST00000270625	0.0000
ENST00000270631	0.0204
ENST00000271277	0.0094
ENST00000271308	0.0000
ENST00000271331	0.0381
ENST00000271373	0.0079
ENST00000271452	0.0000
ENST00000271469	0.0099
ENST00000271526	0.0061
ENST00000271628	0.0000
ENST00000271636	0.0274
ENST00000271638	0.0286
ENST00000271651	0.0152
ENST00000271688	0.0105
ENST00000271715	0.0043
ENST00000271732	0.0035
ENST00000271751	0.0061
ENST00000271764	0.0240
ENST00000271889	0.0380
ENST00000272067	0.1392
ENST00000272102	0.0000
ENST00000272139	0.0229
ENST00000272163	0.0179
ENST00000272164	0.1044
ENST00000272167	0.0374
ENST00000272190	0.0148
ENST00000272238	0.0323
ENST00000272274	0.0000
ENST00000272317	0.0000
ENST00000272322	0.0082
ENST00000272348	0.0000
ENST00000272430	0.0589
ENST00000272433	0.0088
ENST00000272438	0.0102
ENST00000272452	0.0399
ENST00000272519	0.0049
ENST00000272520	0.0209
ENST00000272521	0.0868
ENST00000272602	0.1085
ENST00000272610	0.0224
ENST00000272638	0.0118
ENST00000272644	0.0409
ENST00000272645	0.0070
ENST00000272746	0.0216
ENST00000272797	0.0018
ENST00000272928	0.0166
ENST00000273037	0.0411
ENST00000273047	0.0093
ENST00000273062	0.0038
ENST00000273064	0.0034
ENST00000273067	0.0146
ENST00000273077	0.0026
ENST00000273153	0.0289
ENST00000273179	0.0040
ENST00000273258	0.0160
ENST00000273320	0.0509
ENST00000273347	0.0215
ENST00000273359	0.0261
ENST00000273375	0.0042
ENST00000273390	0.0352
ENST00000273398	0.0016
ENST00000273480	0.0000
ENST00000273588	0.0273
ENST00000273590	0.0097
ENST00000273598	0.0329
ENST00000273695	0.0622
ENST00000273783	0.0166
ENST00000273859	0.0387
ENST00000273962	0.0354
ENST00000273968	0.0877
ENST00000273986	0.0148
ENST00000273990	0.0000
ENST00000274000	0.0066
ENST00000274008	0.0258
ENST00000274026	0.0116
ENST00000274054	0.0426
ENST00000274065	0.0114
ENST00000274093	0.0000
ENST00000274137	0.0887
ENST00000274140	0.0033
ENST00000274170	0.0127
ENST00000274203	0.0112
ENST00000274242	0.1237
ENST00000274276	0.0512
ENST00000274341	0.0198
ENST00000274364	0.0399
ENST00000274368	0.0217
ENST00000274376	0.0067
ENST00000274382	0.0106
ENST00000274400	0.0025
ENST00000274457	0.0000
ENST00000274487	0.0149
ENST00000274496	0.0584
ENST00000274507	0.0199
ENST00000274513	0.0383
ENST00000274547	0.0000
ENST00000274569	0.0567
ENST00000274605	0.0351
ENST00000274606	0.0000
ENST00000274629	0.0471
ENST00000274710	0.0182
ENST00000274711	0.0000
ENST00000274712	0.0000
ENST00000274764	0.0157
ENST00000274787	0.0943
ENST00000274793	0.0569
ENST00000274813	0.0133
ENST00000274897	0.0284
ENST00000274963	0.0656
ENST00000275034	0.0091
ENST00000275162	0.0000
ENST00000275198	0.0472
ENST00000275233	0.0196
ENST00000275235	0.0204
ENST00000275428	0.0160
ENST00000275461	0.0181
ENST00000275493	0.0073
ENST00000275525	0.0734
ENST00000275732	0.0184
ENST00000275954	0.0000
ENST00000275988	0.0155
ENST00000276055	0.0185
ENST00000276079	0.0000
ENST00000276198	0.0153
ENST00000276201	0.0041
ENST00000276211	0.0293
ENST00000276344	0.0789
ENST00000276390	0.0020
ENST00000276414	0.0761
ENST00000276449	0.0281
ENST00000276461	0.0029
ENST00000276533	0.0135
ENST00000276569	0.0000
ENST00000276571	0.0204
ENST00000276585	0.0699
ENST00000276646	0.0181
ENST00000276659	0.0206
ENST00000276816	0.0573
ENST00000276914	0.0412
ENST00000276925	0.0145
ENST00000276943	0.0580
ENST00000277010	0.0000
ENST00000277120	0.0012
ENST00000277165	0.0028
ENST00000277225	0.0080
ENST00000277458	0.0119
ENST00000277508	0.1667
ENST00000277526	0.1503
ENST00000277540	0.2860
ENST00000277541	0.0367
ENST00000277554	0.0119
ENST00000277632	0.0000
ENST00000277746	0.0139
ENST00000278174	0.0042
ENST00000278175	0.0432
ENST00000278187	0.0160
ENST00000278193	0.0000
ENST00000278243	0.0190
ENST00000278314	0.0479
ENST00000278319	0.0677
ENST00000278379	0.0017
ENST00000278412	0.0028
ENST00000278483	0.0000
ENST00000278505	0.0300
ENST00000278601	0.0813
ENST00000278618	0.0065
ENST00000278671	0.0000
ENST00000278823	0.0030
ENST00000278833	0.0431
ENST00000278840	0.0203
ENST00000278886	0.1039
ENST00000278903	0.0088
ENST00000278919	0.0077
ENST00000278927	0.0359
ENST00000278935	0.0535
ENST00000278949	0.0340
ENST00000278951	0.0095
ENST00000279022	0.0000
ENST00000279068	0.0026
ENST00000279146	0.0182
ENST00000279147	0.0073
ENST00000279206	0.0363
ENST00000279230	0.0365
ENST00000279242	0.0301
ENST00000279247	0.0196
ENST00000279249	0.0143
ENST00000279387	0.0000
ENST00000279396	0.0083
ENST00000279488	0.2775
ENST00000279839	0.0000
ENST00000280057	0.0420
ENST00000280097	0.0753
ENST00000280098	0.0026
ENST00000280154	0.0171
ENST00000280155	0.0356
ENST00000280187	0.0000
ENST00000280191	0.0820
ENST00000280200	0.0655
ENST00000280258	0.0104
ENST00000280325	0.0424
ENST00000280326	0.0000
ENST00000280346	0.0185
ENST00000280350	0.0508
ENST00000280357	0.0622
ENST00000280362	0.0207
ENST00000280377	0.0000
ENST00000280551	0.0165
ENST00000280571	0.0521
ENST00000280612	0.0140
ENST00000280665	0.0454
ENST00000280701	0.0240
ENST00000280756	0.0000
ENST00000280758	0.0018
ENST00000280871	0.0108
ENST00000280987	0.0340
ENST00000281031	0.1429
ENST00000281043	0.0172
ENST00000281141	0.0089
ENST00000281142	0.0305
ENST00000281154	0.0063
ENST00000281172	0.0207
ENST00000281187	0.0030
ENST00000281273	0.0506
ENST00000281282	0.0300
ENST00000281416	0.0164
ENST00000281437	0.0251
ENST00000281441	0.0473
ENST00000281453	0.2321
ENST00000281456	0.0000
ENST00000281471	0.0078
ENST00000281631	0.0117
ENST00000281708	0.0014
ENST00000281806	0.0294
ENST00000281821	0.0011
ENST00000281834	0.0109
ENST00000281924	0.0173
ENST00000281938	0.0000
ENST00000282020	0.0020
ENST00000282030	0.0078
ENST00000282032	0.0000
ENST00000282050	0.0108
ENST00000282074	0.0000
ENST00000282096	0.0279
ENST00000282111	0.0102
ENST00000282120	0.1394
ENST00000282141	0.0345
ENST00000282146	0.0098
ENST00000282226	0.0290
ENST00000282249	0.0096
ENST00000282272	0.0044
ENST00000282286	0.0334
ENST00000282292	0.0476
ENST00000282308	0.2127
ENST00000282326	0.0637
ENST00000282344	0.0000
ENST00000282397	0.0239
ENST00000282412	0.0042
ENST00000282488	0.0000
ENST00000282499	0.0022
ENST00000282541	0.0090
ENST00000282561	0.0052
ENST00000282572	0.0371
ENST00000282587	0.0153
ENST00000282588	0.0136
ENST00000282728	0.0185
ENST00000282753	0.0134
ENST00000282841	0.0100
ENST00000282878	0.0000
ENST00000282884	0.0000
ENST00000282892	0.0139
ENST00000282928	0.0000
ENST00000283006	0.0486
ENST00000283109	0.0327
ENST00000283122	0.0000
ENST00000283131	0.0019
ENST00000283147	0.0294
ENST00000283195	0.0348
ENST00000283228	0.0203
ENST00000283243	0.0526
ENST00000283254	0.0120
ENST00000283256	0.0045
ENST00000283268	0.0000
ENST00000283290	0.0096
ENST00000283429	0.0468
ENST00000283628	0.0056
ENST00000283646	0.0032
ENST00000283875	0.0159
ENST00000283882	0.0134
ENST00000283891	0.1369
ENST00000284000	0.0067
ENST00000284031	0.0000
ENST00000284037	0.0175
ENST00000284136	0.0129
ENST00000284154	0.0092
ENST00000284202	0.0094
ENST00000284268	0.0000
ENST00000284273	0.0046
ENST00000284292	0.0000
ENST00000284311	0.0278
ENST00000284320	0.0066
ENST00000284322	0.0289
ENST00000284382	0.0418
ENST00000284425	0.0477
ENST00000284437	0.0764
ENST00000284476	0.0250
ENST00000284551	0.0085
ENST00000284617	0.0222
ENST00000284629	0.0949
ENST00000284669	0.0066
ENST00000284674	0.0059
ENST00000284719	0.0614
ENST00000284727	0.0071
ENST00000284770	0.0137
ENST00000284776	0.0373
ENST00000284818	0.0688
ENST00000284878	0.0208
ENST00000284881	0.0202
ENST00000284898	0.0337
ENST00000284984	0.0103
ENST00000285071	0.0121
ENST00000285083	0.0288
ENST00000285093	0.0252
ENST00000285199	0.0519
ENST00000285208	0.0000
ENST00000285298	0.0077
ENST00000285379	0.0231
ENST00000285381	0.0308
ENST00000285398	0.0026
ENST00000285407	0.0187
ENST00000285419	0.0039
ENST00000285420	0.0273
ENST00000285518	0.0082
ENST00000285697	0.0000
ENST00000285896	0.0000
ENST00000285930	0.1093
ENST00000285947	0.0134
ENST00000285968	0.0080
ENST00000285979	0.0367
ENST00000286031	0.0457
ENST00000286067	0.0498
ENST00000286175	0.0427
ENST00000286317	0.0000
ENST00000286353	0.0167
ENST00000286371	0.0072
ENST00000286398	0.0100
ENST00000286428	0.0051
ENST00000286479	0.1103
ENST00000286523	0.0258
ENST00000286548	0.0000
ENST00000286574	0.0185
ENST00000286614	0.0000
ENST00000286621	0.0055
ENST00000286628	0.0008
ENST00000286639	0.0000
ENST00000286648	0.0346
ENST00000286657	0.0324
ENST00000286688	0.0435
ENST00000286692	0.0226
ENST00000286713	0.0069
ENST00000286744	0.0319
ENST00000286758	0.0734
ENST00000286794	0.0349
ENST00000286800	0.0149
ENST00000286827	0.0057
ENST00000286835	0.0185
ENST00000287025	0.0360
ENST00000287042	0.0021
ENST00000287078	0.0406
ENST00000287097	0.0512
ENST00000287295	0.0131
ENST00000287387	0.0293
ENST00000287394	0.0247
ENST00000287437	0.0813
ENST00000287461	0.0060
ENST00000287600	0.0067
ENST00000287641	0.0086
ENST00000287706	0.0194
ENST00000287713	0.0033
ENST00000287748	0.0411
ENST00000287814	0.0134
ENST00000287859	0.0242
ENST00000287907	0.0196
ENST00000287916	0.0000
ENST00000287934	0.0067
ENST00000287957	0.0074
ENST00000287996	0.0122
ENST00000288025	0.0333
ENST00000288098	0.0785
ENST00000288111	0.0351
ENST00000288135	0.0164
ENST00000288139	0.0561
ENST00000288177	0.0415
ENST00000288221	0.0031
ENST00000288235	0.0172
ENST00000288368	0.0174
ENST00000288462	0.0937
ENST00000288490	0.0085
ENST00000288699	0.0000
ENST00000288710	0.1500
ENST00000288937	0.0229
ENST00000288986	0.0000
ENST00000289104	0.0000
ENST00000289228	0.0053
ENST00000289269	0.0079
ENST00000289371	0.0098
ENST00000289382	0.0870
ENST00000289388	0.0362
ENST00000289416	0.0495
ENST00000289429	0.1315
ENST00000289431	0.0231
ENST00000289528	0.0311
ENST00000289547	0.0501
ENST00000289575	0.0310
ENST00000289788	0.0386
ENST00000289805	0.0142
ENST00000289989	0.0767
ENST00000290039	0.0051
ENST00000290155	0.0103
ENST00000290231	0.0069
ENST00000290246	0.0014
ENST00000290271	0.0040
ENST00000290299	0.0282
ENST00000290310	0.0569
ENST00000290349	0.0369
ENST00000290363	0.0338
ENST00000290374	0.0000
ENST00000290378	0.0000
ENST00000290429	0.0564
ENST00000290510	0.0258
ENST00000290524	0.0309
ENST00000290541	0.0076
ENST00000290551	0.0063
ENST00000290573	0.0087
ENST00000290691	0.1614
ENST00000290776	0.0055
ENST00000290795	0.0148
ENST00000290858	0.0769
ENST00000290866	0.0213
ENST00000290881	0.0127
ENST00000290913	0.0596
ENST00000290921	0.0023
ENST00000291041	0.0024
ENST00000291386	0.0000
ENST00000291416	0.0063
ENST00000291442	0.0124
ENST00000291458	0.0000
ENST00000291481	0.0125
ENST00000291536	0.0680
ENST00000291547	0.0023
ENST00000291552	0.0292
ENST00000291560	0.0329
ENST00000291568	0.0510
ENST00000291574	0.0191
ENST00000291576	0.0174
ENST00000291577	0.0599
ENST00000291598	0.0211
ENST00000291672	0.0265
ENST00000291700	0.0109
ENST00000291839	0.0120
ENST00000291900	0.0026
ENST00000291934	0.0847
ENST00000292035	0.0032
ENST00000292090	0.0405
ENST00000292114	0.0192
ENST00000292147	0.0315
ENST00000292174	0.0296
ENST00000292301	0.1472
ENST00000292314	0.0181
ENST00000292327	0.0308
ENST00000292330	0.0873
ENST00000292357	0.0222
ENST00000292363	0.0096
ENST00000292433	0.0179
ENST00000292450	0.0233
ENST00000292475	0.0426
ENST00000292476	0.0000
ENST00000292478	0.0657
ENST00000292524	0.0122
ENST00000292539	0.0341
ENST00000292566	0.0199
ENST00000292579	0.1056
ENST00000292616	0.0232
ENST00000292778	0.0218
ENST00000292782	0.0000
ENST00000292807	0.0023
ENST00000292841	0.0195
ENST00000292894	0.0839
ENST00000292896	0.0204
ENST00000292907	0.0886
ENST00000292928	0.0182
ENST00000293190	0.1185
ENST00000293230	0.0158
ENST00000293308	0.0104
ENST00000293379	0.0391
ENST00000293406	0.0000
ENST00000293670	0.0243
ENST00000293760	0.0060
ENST00000293771	0.0211
ENST00000293777	0.0085
ENST00000293780	0.0406
ENST00000293805	0.0063
ENST00000293829	0.0089
ENST00000293831	0.0000
ENST00000293845	0.0633
ENST00000293970	0.0108
ENST00000294053	0.0212
ENST00000294119	0.0161
ENST00000294129	0.0235
ENST00000294179	0.0056
ENST00000294189	0.0382
ENST00000294244	0.0157
ENST00000294338	0.0088
ENST00000294360	0.0189
ENST00000294484	0.0208
ENST00000294618	0.0686
ENST00000294702	0.0047
ENST00000294725	0.0070
ENST00000294728	0.0555
ENST00000294740	0.0056
ENST00000294785	0.0127
ENST00000294794	0.0387
ENST00000295006	0.0057
ENST00000295030	0.0149
ENST00000295049	0.0279
ENST00000295050	0.0351
ENST00000295057	0.0038
ENST00000295066	0.0000
ENST00000295082	0.0000
ENST00000295087	0.0000
ENST00000295095	0.0105
ENST00000295101	0.0000
ENST00000295108	0.0028
ENST00000295113	0.0062
ENST00000295119	0.0031
ENST00000295124	0.0256
ENST00000295133	0.0046
ENST00000295190	0.0196
ENST00000295208	0.0450
ENST00000295225	0.0238
ENST00000295240	0.0059
ENST00000295256	0.0201
ENST00000295304	0.0054
ENST00000295324	0.0079
ENST00000295440	0.0159
ENST00000295448	0.0036
ENST00000295470	0.0095
ENST00000295522	0.0047
ENST00000295588	0.0077
