oln	evolutionary_rate
b4213	0.0943
b4210	0.1838
b1379	0.2941
b0779	0.0416
b0778	0.2489
b4214	0.1098
b0775	0.0549
b0774	0.1352
b0777	0.2948
b0776	0.1979
b1376	0.0903
b1377	0.1667
b0773	0.0633
b0772	0.1288
b1798	0.1274
b1790	0.2614
b1791	0.1832
b1792	0.2609
b1793	0.3614
b1970	0.3162
b1795	0.0488
b1796	0.0333
b1973	0.2837
b0512	0.0662
b0514	0.1969
b0516	0.1144
b0688	0.0238
b0681	0.0876
b0680	0.0379
b0683	0.0203
b0685	0.0928
b0684	0.0227
b1778	0.1460
b0686	0.1024
b0999	0.2574
b0998	0.3788
b0995	0.1870
b0994	0.3333
b0997	0.1026
b1651	0.0815
b0993	0.3795
b4182	0.1164
b4183	0.1963
b4180	0.0247
b4181	0.3609
b1480	0.1556
b1481	0.1127
b0179	0.0440
b0178	0.0932
b0177	0.0610
b0176	0.1178
b0175	0.0421
b0174	0.0635
b0173	0.1131
b0172	0.0595
b0171	0.0166
b0170	0.0353
b0357	0.4725
b0424	0.0510
b0427	0.1158
b0354	0.1341
b0421	0.0970
b0420	0.0371
b0423	0.0353
b0350	0.6564
b3727	0.0219
b0429	0.0642
b0428	0.0405
b3726	0.0439
b0194	0.0472
b0197	0.0332
b0196	0.0896
b0190	0.1105
b0950	0.1031
b3724	0.0539
b0199	0.0466
b0953	0.0727
b0955	0.1416
b0712	0.1516
b0956	0.1067
b0223	0.0667
b0221	0.0442
b0226	0.1628
b0225	0.2198
b0224	0.0935
b2763	0.0614
b3198	0.0372
b3199	0.0890
b3194	0.0385
b3195	0.0558
b3196	0.1262
b3197	0.0793
b3191	0.3093
b3192	0.0616
b3193	0.1257
b1659	0.0903
b3532	0.1593
b3533	0.1170
b3530	0.1919
b3531	0.1848
b3536	0.1989
b3537	0.1905
b3535	0.2581
b3538	0.1503
b3539	0.1229
b3448	0.3261
b3449	0.1301
b2669	0.1504
b2668	0.2471
b2665	0.0604
b2664	0.1273
b2667	0.1010
b2666	0.0769
b2661	0.0954
b2660	0.1137
b2663	0.0794
b2662	0.1150
b3657	0.0870
b3656	0.1153
b2261	0.1187
b2260	0.2129
b2263	0.2341
b2262	0.0316
b2265	0.2116
b2264	0.0899
b2267	0.1961
b2266	0.1089
b2268	0.1902
b3559	0.0726
b2009	0.2903
b2008	0.2017
b2686	0.0430
b3835	0.0568
b2007	0.0642
b3846	0.0466
b3847	0.0451
b3844	0.0944
b3346	0.0208
b3842	0.1235
b3843	0.0427
b2935	0.0407
b2865	0.1406
b3340	0.0241
b3343	0.3158
b3342	0.0000
b3994	0.0697
b2526	0.0568
b3996	0.0739
b3997	0.0367
b3990	0.1114
b3991	0.0703
b2469	0.1201
b2468	0.1516
b2467	0.1257
b2466	0.2277
b2465	0.0706
b2464	0.1013
b2463	0.0580
b2524	0.0758
b2714	0.5886
b2717	0.0833
b2525	0.0541
b2711	0.1538
b2710	0.0710
b2713	0.0457
b2712	0.1595
b2522	0.0891
b1161	0.5878
b1160	0.5888
b2719	0.0314
b2718	0.0882
b2523	0.0820
b2480	0.0192
b2293	0.1435
b0149	0.0633
b1015	0.0558
b1013	0.1698
b0713	0.1926
b0766	0.1581
b0767	0.0846
b0764	0.0480
b0765	0.0824
b0763	0.1323
b0760	0.1224
b0761	0.1069
b1642	0.1250
b1643	0.2179
b0849	0.2235
b1908	0.1810
b0848	0.2640
b1646	0.1792
b1902	0.2335
b1905	0.0788
b1904	0.4019
b1907	0.1117
b1906	0.1266
b0508	0.1589
b0509	0.0822
b1588	0.0805
b1585	0.2797
b1584	0.0860
b1587	0.1262
b1586	0.2871
b0506	0.0996
b1580	0.2478
b0504	0.1364
b1582	0.1111
b1743	0.1056
b0698	0.1472
b0699	0.1765
b1744	0.2950
b0692	0.0592
b1749	0.0784
b0696	0.2368
b0697	0.0836
b0694	0.0844
b0695	0.1040
b1649	0.1759
b0989	0.1857
b0168	0.1061
b0169	0.0249
b1345	0.5707
b1344	0.0547
b1343	0.1247
b0845	0.1219
b1340	0.1390
b0160	0.1149
b0161	0.0696
b0162	0.0442
b0163	0.0469
b0166	0.0292
b0167	0.0708
b0436	0.0463
b0437	0.0097
b0434	0.1094
b0435	0.0762
b0432	0.0413
b0433	0.0916
b0430	0.0392
b0431	0.0422
b0438	0.0142
b0439	0.0064
b0186	0.0898
b0187	0.1163
b0184	0.0319
b0185	0.0251
b0182	0.0524
b0183	0.0707
b0180	0.0066
b0181	0.0649
b4124	0.1130
b4159	0.1075
b4158	0.4327
b0188	0.2448
b0189	0.1905
b4406	0.0758
b3880	0.0799
b3802	0.0402
b4080	0.6464
b3884	0.1226
b1581	0.0520
b3885	0.1055
b4407	0.2273
b0238	0.0197
b1583	0.1858
b3339	0.0025
b0237	0.0742
b0231	0.0883
b4184	0.0985
b3553	0.1698
b1741	0.2014
b1740	0.1055
b1860	0.0357
b4403	0.1754
b4185	0.3066
b4402	0.0217
b3732	0.0043
b4536	0.2658
b4401	0.0042
b3613	0.0835
b3612	0.0525
b3611	0.0629
b3610	0.1084
b3617	0.0226
b3616	0.0264
b3614	0.2019
b4400	0.2628
b3299	0.0000
b3298	0.0254
b3297	0.0078
b3296	0.0049
b3295	0.0000
b3294	0.0079
b3293	0.1393
b3292	0.0709
b3291	0.0662
b3290	0.0066
b3059	0.0493
b3058	0.0588
b3509	0.5648
b3055	0.0784
b3054	0.1455
b3057	0.0293
b3056	0.0947
b3051	0.0759
b3050	0.2913
b3053	0.1216
b3500	0.0533
b2908	0.0868
b2909	0.0677
b2678	0.0932
b2679	0.1636
b2676	0.1223
b2677	0.0500
b2674	0.1471
b2675	0.1050
b2672	0.1296
b2673	0.1481
b2670	0.1275
b2671	0.1316
b2845	0.1002
b2847	0.5748
b0727	0.0323
b2270	0.3398
b2277	0.0314
b2278	0.0522
b2279	0.0100
b1342	0.0734
b2019	0.0435
b2010	0.1263
b2011	0.0821
b2016	0.1058
b2014	0.0088
b2015	0.1349
b3872	0.6809
b3871	0.0362
b3870	0.0192
b3877	0.0891
b3876	0.1906
b3875	0.1174
b3940	0.0593
b3878	0.1224
b2478	0.0890
b2479	0.1000
b3475	0.2240
b3474	0.1089
b3473	0.0914
b3472	0.2000
b3471	0.1041
b3470	0.1111
b2470	0.0579
b2471	0.1949
b2472	0.0560
b2474	0.2921
b2475	0.0767
b2476	0.0506
b2477	0.0785
b2707	0.0545
b2704	0.1917
b2705	0.0232
b2702	0.0267
b2703	0.0627
b2701	0.0724
b3960	0.0525
b2709	0.1093
b2496	0.0172
b2497	0.0606
b2495	0.1681
b2493	0.0623
b2498	0.0096
b2499	0.0783
b4063	0.0395
b4125	0.1823
b1000	0.1176
b1002	0.1671
b1003	0.0800
b1004	0.0556
b3018	0.0612
b4238	0.0337
b4239	0.1582
b0759	0.0414
b0758	0.0661
b0752	0.1410
b0751	0.1130
b0750	0.1124
b0757	0.0942
b0756	0.1214
b0755	0.0160
b0754	0.0514
b3541	0.0489
b0029	0.0633
b0028	0.0805
b1174	0.0227
b1175	0.0259
b1918	0.0676
b1919	0.0976
b3345	0.1406
b1912	0.0549
b1913	0.0459
b1916	0.2875
b1917	0.0760
b1914	0.0321
b1915	0.1216
b4153	0.0410
b1598	0.2271
b1599	0.1651
b1596	0.0863
b1595	0.1684
b1592	0.2110
b1593	0.0736
b1590	0.2289
b1591	0.2304
b1759	0.2296
b4015	0.0438
b4016	0.0761
b4388	0.0652
b1518	0.1979
b4013	0.0485
b0403	0.1689
b0402	0.0439
b0401	0.0524
b0400	0.0882
b0407	0.0091
b0406	0.0213
b0405	0.0593
b0404	0.1244
b0409	0.0464
b0408	0.0488
b4147	0.0106
b4144	0.1111
b4145	0.4175
b4142	0.0928
b4143	0.0109
b4140	0.0949
b4141	0.2881
b4148	0.1429
b4149	0.1073
b0533	0.3028
b0532	0.2971
b0530	0.3333
b3251	0.0000
b0249	0.4400
b3250	0.0575
b4195	0.0325
b0241	0.1171
b0243	0.1370
b0242	0.0327
b3982	0.0055
b4044	0.1066
b0818	0.1676
b3706	0.0529
b3441	0.1790
b4042	0.1393
b4196	0.0139
b3754	0.1389
b0730	0.7113
b1818	0.0564
b3447	0.0864
b3288	0.0825
b3289	0.1166
b1732	0.1120
b3280	0.2824
b3281	0.1471
b3283	0.1500
b3284	0.0573
b3287	0.0178
b3518	0.1806
b3519	0.0856
b3049	0.2273
b3065	0.0000
b3040	0.0739
b3041	0.0369
b2399	0.3000
b2398	0.2105
b0949	0.0583
b3265	0.1247
b3262	0.2245
b3260	0.0374
b3261	0.0000
b2390	0.0833
b2393	0.0175
b2392	0.0631
b2395	0.3182
b2249	0.1206
b2246	0.0839
b2245	0.1273
b2243	0.0556
b2242	0.1885
b2240	0.0310
b3604	0.1357
b3389	0.0746
b3606	0.0637
b3607	0.0403
b3600	0.0707
b3601	0.0923
b3602	0.1000
b3388	0.1847
b3608	0.0501
b3609	0.0323
b0239	0.1039
b2800	0.0837
b2803	0.1525
b2802	0.0626
b2805	0.1144
b2804	0.0857
b2807	0.0992
b1711	0.0859
b2809	0.0800
b2808	0.0164
b1712	0.0101
b1713	0.0742
b3868	0.0384
b3869	0.0745
b1714	0.0245
b3866	0.1538
b3867	0.0744
b3860	0.1353
b3862	0.1827
b3863	0.0614
b4397	0.1083
b4207	0.0437
b1717	0.0000
b3460	0.0603
b3461	0.0317
b3462	0.0712
b3463	0.0405
b3464	0.1534
b3465	0.1364
b3466	0.1348
b0662	0.1407
b3468	0.0865
b3469	0.1516
b2733	0.0551
b2732	0.1316
b2731	0.0968
b2730	0.0839
b2737	0.2139
b2736	0.1854
b2735	0.1339
b2734	0.3991
b2739	0.2016
b2738	0.1462
b4566	0.1176
b4252	0.2000
b2026	0.0788
b2025	0.0543
b2024	0.0612
b2023	0.0918
b2022	0.0394
b2021	0.1124
b2020	0.0783
b2029	0.0342
b2028	0.1108
b3950	0.0377
b3951	0.0758
b1614	0.2012
b1611	0.0814
b1610	0.2006
b1613	0.1355
b1612	0.0474
b1861	0.0493
b3405	0.0000
b4367	0.2672
b3954	0.1131
b1927	0.1134
b1290	0.0224
b1925	0.3955
b1924	0.4828
b1923	0.4233
b1922	0.0628
b1921	0.2022
b1920	0.0789
b4362	0.1844
b3957	0.0679
b1929	0.0798
b1928	0.1606
b1101	0.0273
b1100	0.0679
b1103	0.0168
b1102	0.1801
b1105	0.1038
b1104	0.1855
b1107	0.0821
b1106	0.3358
b1109	0.0253
b1108	0.0556
b4361	0.0612
b2421	0.0594
b4551	0.0909
b4553	0.2828
b2819	0.1612
b4555	0.3196
b4554	0.2319
b4557	0.0000
b4558	0.0896
b2426	0.0722
b1729	0.0410
b1728	0.1333
b4395	0.0837
b4394	0.1118
b4393	0.1667
b2425	0.0533
b4391	0.0270
b4390	0.0512
b1723	0.0809
b1722	0.1151
b1725	0.0734
b1724	0.3229
b1727	0.0991
b1726	0.1629
b3911	0.0306
b3795	0.0477
b0740	0.0442
b0741	0.0233
b0742	0.0916
b1945	0.0449
b0418	0.0468
b0419	0.0710
b0414	0.1035
b0415	0.0897
b0416	0.0288
b0417	0.1200
b0410	0.0348
b0411	0.1608
b0412	0.2682
b0413	0.0403
b1435	0.0766
b1434	0.2753
b4171	0.0696
b1436	0.2500
b1431	0.1532
b1430	0.1624
b1433	0.2403
b1432	0.6121
b4179	0.0406
b4178	0.0496
b1439	0.1261
b0522	0.1155
b0523	0.0473
b0524	0.1583
b0525	0.0244
b0526	0.0564
b0527	0.1503
b0528	0.0714
b0529	0.0486
b0715	0.1954
b0714	0.1179
b1628	0.1094
b1629	0.1224
b0711	0.1330
b0710	0.0283
b1869	0.0687
b3450	0.1180
b3073	0.0583
b3072	0.1640
b3071	0.2816
b3070	0.2806
b4518	0.0727
b3252	0.1563
b2388	0.0623
b2389	0.2019
b3257	0.1750
b3256	0.0334
b3255	0.0705
b3705	0.0474
b3704	0.0168
b3259	0.0444
b3258	0.0642
b3701	0.0410
b3700	0.0504
b3703	0.0000
b3702	0.0343
b2258	0.3280
b2259	0.4471
b3385	0.0952
b3384	0.0329
b3387	0.0791
b3386	0.0311
b2250	0.1389
b2251	0.1277
b2252	0.3150
b2253	0.1768
b2254	0.1335
b2255	0.2061
b2256	0.2635
b2257	0.2834
b3671	0.0801
b3670	0.0938
b3673	0.0736
b3675	0.2000
b3674	0.4909
b3676	0.0522
b2813	0.0795
b2810	0.1072
b2811	0.1361
b2817	0.0576
b2818	0.0677
b1874	0.1694
b3819	0.0986
b3818	0.4286
b3811	0.0940
b3810	0.1404
b3813	0.0222
b3812	0.1261
b3817	0.1587
b3816	0.0253
b2830	0.0455
b0966	0.0762
b3498	0.0456
b3495	0.0069
b3494	0.0450
b3496	0.1189
b2659	0.1292
b3493	0.0743
b3492	0.1181
b2831	0.1135
b2728	0.0333
b2729	0.0565
b2726	0.1379
b2727	0.0517
b2720	0.0444
b2722	0.0977
b3925	0.0565
b3924	0.1008
b3927	0.0712
b3926	0.0498
b3921	0.1056
b3920	0.1869
b3929	0.0248
b3928	0.0506
b2832	0.0506
b4191	0.0319
b4190	0.2811
b2036	0.6050
b2038	0.3516
b2039	0.0788
b2833	0.0972
b4194	0.0099
b4197	0.0563
b1608	0.1506
b1609	0.1778
b1607	0.1892
b1604	0.0987
b1605	0.0717
b1602	0.0455
b1603	0.0688
b1600	0.1750
b1601	0.1192
b2834	0.0867
b1930	0.0000
b1283	0.0417
b1280	0.0668
b1281	0.1184
b1286	0.0932
b1284	0.1774
b1285	0.2055
b1938	0.1322
b1939	0.0332
b1288	0.0229
b1112	0.0824
b3458	0.0840
b1110	0.0503
b1111	0.2000
b1116	0.0627
b1117	0.0472
b1114	0.0462
b1118	0.0749
b1119	0.0726
b0649	0.4337
b0648	0.3723
b4544	0.2703
b0644	0.5046
b0641	0.1969
b0640	0.1020
b0643	0.0701
b0642	0.0453
b4380	0.1027
b4381	0.0347
b1738	0.0377
b1739	0.0357
b4384	0.0335
b4386	0.0651
b4387	0.0981
b2836	0.0834
b1733	0.2329
b1731	0.1750
b1736	0.1217
b1737	0.0531
b1734	0.0956
b1735	0.1429
b3249	0.0556
b0887	0.0918
b0886	0.1396
b0733	0.0383
b0884	0.0000
b0735	0.1398
b0734	0.0792
b0737	0.0174
b0736	0.0746
b0738	0.1479
b0889	0.0061
b0888	0.0374
b0469	0.0492
b0468	0.1600
b0399	0.0437
b0398	0.1600
b0393	0.0693
b0460	0.0139
b0391	0.1383
b0390	0.2222
b0397	0.2954
b0396	0.1513
b0467	0.2690
b0394	0.1192
b1427	0.3240
b1424	0.1089
b1422	0.1694
b1423	0.1253
b1421	0.2216
b4166	0.0976
b4160	0.0714
b4161	0.0514
b1428	0.3374
b1429	0.1242
b4037	0.0918
b4034	0.0631
b0089	0.0990
b0088	0.0753
b0087	0.0222
b0086	0.1239
b0085	0.0828
b0084	0.0374
b0083	0.0165
b0082	0.0415
b0081	0.0592
b0080	0.0120
b4031	0.5613
b0065	0.1063
b0064	0.0747
b0067	0.1045
b0066	0.1595
b0061	0.0346
b0060	0.1009
b0069	0.1397
b0068	0.0856
b4310	0.5858
b3425	0.1852
b3738	0.0369
b0447	0.0461
b3066	0.1377
b3067	0.0212
b3060	0.5877
b0446	0.1875
b3068	0.1964
b0445	0.2067
b2900	0.1165
b0444	0.0606
b2901	0.0461
b0443	0.0530
b0442	0.1545
b1282	0.1019
b2903	0.0387
b3248	0.1523
b0441	0.1172
b1931	0.2500
b3244	0.0561
b2904	0.0078
b3714	0.0360
b0440	0.0111
b3240	0.0763
b3241	0.0710
b3242	0.0149
b2905	0.0522
b2907	0.2015
b3392	0.3759
b3393	0.4932
b3390	0.0289
b3391	0.1359
b3396	0.0741
b3397	0.0753
b3395	0.3475
b4233	0.0438
b2946	0.0658
b3398	0.1606
b1937	0.1346
b3662	0.1338
b3663	0.1733
b3660	0.1067
b3667	0.0957
b3421	0.1114
b3669	0.0255
b2283	0.0518
b2282	0.0431
b2281	0.0056
b2280	0.0326
b2287	0.0091
b2286	0.0520
b2285	0.0301
b2284	0.0112
b2535	0.2824
b2534	0.3145
b2289	0.1378
b2288	0.0204
b2531	0.0185
b2822	0.1150
b2533	0.0262
b2532	0.0329
b3809	0.0438
b3422	0.1556
b3803	0.1131
b3800	0.5343
b3806	0.0401
b3807	0.0566
b3804	0.1707
b3805	0.1086
b2620	0.0563
b3486	0.1051
b3487	0.1296
b3485	0.0802
b3481	0.0150
b2758	0.7101
b2751	0.1221
b2750	0.1443
b2753	0.1507
b2752	0.0298
b2755	0.1443
b2754	0.1596
b3936	0.1714
b3934	0.1290
b3935	0.0943
b3932	0.0170
b3933	0.1546
b3930	0.0584
b3931	0.0316
b3938	0.0190
b3939	0.0311
b3952	0.2123
b1639	0.1651
b1638	0.0872
b1633	0.0427
b1632	0.0783
b1631	0.1505
b1630	0.1250
b1637	0.0354
b1636	0.0909
b1635	0.1642
b1634	0.0940
b4546	0.0556
b4547	0.0455
b3752	0.1133
b3753	0.0970
b2824	0.4519
b3202	0.0608
b3203	0.0526
b1129	0.1440
b1127	0.0637
b1126	0.0582
b1125	0.0400
b1124	0.0347
b1123	0.0603
b1120	0.0805
b1255	0.1296
b1706	0.1757
b1257	0.1429
b1256	0.1132
b1251	0.0816
b1702	0.0303
b0658	0.0274
b0659	0.1419
b0657	0.1074
b0654	0.0528
b0655	0.0662
b0652	0.0456
b1258	0.1325
b1709	0.1968
b1708	0.1364
b4379	0.1847
b4378	0.2296
b4375	0.0321
b4374	0.0889
b4377	0.1401
b4376	0.0896
b4371	0.0906
b4373	0.1351
b4372	0.2117
b4382	0.0477
b0722	0.0522
b0891	0.0591
b0892	0.0268
b0893	0.0233
b0894	0.0676
b0895	0.0341
b0896	0.1045
b0897	0.5288
b0898	0.1178
b1382	0.2295
b1381	0.2175
b1380	0.0578
b1385	0.5607
b0478	0.0538
b0479	0.0665
b0472	0.0398
b0473	0.0529
b0470	0.0779
b0471	0.0000
b0476	0.2476
b0477	0.0576
b0474	0.0374
b0475	0.1125
b1413	0.0462
b1412	0.1294
b1414	0.3120
b4111	0.0480
b2409	0.2078
b4113	0.0946
b1418	0.1648
b4115	0.0584
b4114	0.1755
b3431	0.1461
b2408	0.1542
b4280	0.3760
b0098	0.0499
b0099	0.2016
b0090	0.0817
b0091	0.0550
b0092	0.0948
b0093	0.0618
b0094	0.0048
b0095	0.0131
b0096	0.0164
b2406	0.1124
b0076	0.1274
b0077	0.0832
b0074	0.0707
b0072	0.0536
b0073	0.0551
b4023	0.0778
b0071	0.0846
b4029	0.0774
b0078	0.0245
b0384	0.0943
b0386	0.0483
b0387	0.1060
b0380	0.1429
b0381	0.1016
b0382	0.1512
b4568	0.0189
b0388	0.2816
b0389	0.0794
b1237	0.0511
b1236	0.0298
b0885	0.1752
b1234	0.1628
b1941	0.0614
b1232	0.0321
b0881	0.0283
b0880	0.0548
b4264	0.1084
b3011	0.1137
b3010	0.1639
b2914	0.0183
b3012	0.0727
b3017	0.0723
b3019	0.0492
b1949	0.0449
b1948	0.0857
b3239	0.2333
b3238	0.2069
b3729	0.0099
b3728	0.0723
b4046	0.0702
b3231	0.0000
b3230	0.0077
b3233	0.0303
b3232	0.1497
b3235	0.0817
b3234	0.1033
b3237	0.0513
b3236	0.0513
b0013	0.1866
b4043	0.0297
b2912	0.1319
b0543	0.4273
b0461	0.0484
b3128	0.0631
b3125	0.0272
b3124	0.1339
b3655	0.2021
b3126	0.0938
b3653	0.0723
b0463	0.0831
b3651	0.0393
b3650	0.0171
b2838	0.1167
b2839	0.1318
b3347	0.0852
b0462	0.0543
b2298	0.0830
b2299	0.0722
b2528	0.0280
b2529	0.0156
b2294	0.0427
b2295	0.0464
b2296	0.0225
b2297	0.0337
b2290	0.0347
b2291	0.0854
b2292	0.0872
b0464	0.1302
b4189	0.2110
b0466	0.2264
b4062	0.0467
b0505	0.1500
b4118	0.1192
b4169	0.1640
b2748	0.0874
b2749	0.3364
b2742	0.1230
b2743	0.0577
b2741	0.0091
b2746	0.0189
b2747	0.0932
b2745	0.1089
b3902	0.0839
b3901	0.0962
b3907	0.0843
b3906	0.1986
b3905	0.1691
b1079	0.0905
b3909	0.5411
b3908	0.0243
b4162	0.0552
b4067	0.0328
b3849	0.0248
b3956	0.0612
b1130	0.0673
b1131	0.0504
b1132	0.0563
b1133	0.0489
b1134	0.1634
b1135	0.1751
b1136	0.0337
b1710	0.1421
b1247	0.0479
b1244	0.0392
b1245	0.0397
b1242	0.0605
b1243	0.1547
b1716	0.0000
b1241	0.0258
b1719	0.0327
b0661	0.0169
b0660	0.0202
b1248	0.0734
b4567	0.3462
b3992	0.1594
b3639	0.0690
b4364	0.0898
b1944	0.2273
b4363	0.1210
b4360	0.2745
b3638	0.1855
b0948	0.0798
b1624	0.0780
b1625	0.1127
b1626	0.1712
b1627	0.0155
b0869	0.1555
b0868	0.0682
b1622	0.6632
b1623	0.1051
b0865	0.1579
b0864	0.0496
b0867	0.1884
b0866	0.0561
b0861	0.0541
b0860	0.0864
b0863	0.0494
b0862	0.0588
b3636	0.0000
b4108	0.0360
b4107	0.1769
b4298	0.5738
b0128	0.0586
b0129	0.2329
b0288	0.2569
b3404	0.0444
b4036	0.1742
b0042	0.1565
b0041	0.1211
b4035	0.0434
b0047	0.0984
b0046	0.1250
b4030	0.1250
b0044	0.1158
b0049	0.0714
b0048	0.0314
b4039	0.1333
b0915	0.1785
b0914	0.0361
b0917	0.0667
b0916	0.2293
b0911	0.0054
b0910	0.0264
b0913	0.2997
b0912	0.0106
b0919	0.0909
b0918	0.0605
b0449	0.1197
b0448	0.1102
b2925	0.0167
b4018	0.0803
b2323	0.0322
b4116	0.2016
b4332	0.2934
b4234	0.0492
b3002	0.0549
b3003	0.0680
b3001	0.3946
b3006	0.1025
b3005	0.0638
b3008	0.1342
b3009	0.0548
b4235	0.0422
b4232	0.0241
b3228	0.0915
b3229	0.0236
b3222	0.2440
b3223	0.2052
b3220	0.2318
b3221	0.1948
b3226	0.1255
b3224	0.0524
b3225	0.0943
b4237	0.0584
b3648	0.0435
b3649	0.0000
b3640	0.0795
b3641	0.0303
b3642	0.0329
b3644	0.0383
b3646	0.0585
b3647	0.3054
