oln	length
b2465	667
b2466	326
b2467	191
b2468	659
b2469	566
b2470	1037
b2471	118
b2472	375
b2473	232
b2474	671
b2475	287
b2476	237
b2477	320
b2478	292
b2479	189
b2480	156
b2481	205
b2482	672
b2483	315
b2484	479
b2485	216
b2486	526
b2487	555
b2488	181
b2489	252
b2490	137
b2491	670
b2492	282
b2493	353
b2494	460
b2495	119
b2496	233
b2497	429
b2498	208
b2499	344
b2500	212
b2501	687
b2502	512
b2503	747
b2504	63
b2505	151
b2506	179
b2507	525
b2508	488
b2509	456
b2510	71
b2511	490
b2512	373
b2513	206
b2514	423
b2515	372
b2516	337
b2517	384
b2518	142
b2519	770
b2520	1636
b2521	280
b2522	258
b2523	427
b2524	66
b2525	110
b2526	616
b2527	171
b2528	107
b2529	128
b2530	404
b2531	162
b2532	246
b2533	267
b2534	284
b2535	426
b2536	379
b2537	296
b2538	453
b2539	172
b2540	106
b2541	270
b2542	400
b2543	140
b2544	290
b2545	353
b2546	332
b2547	503
b2548	301
b2549	1093
b2550	397
b2551	417
b2552	396
b2553	112
b2554	444
b2555	212
b2556	475
b2557	1295
b2558	497
b2559	167
b2560	211
b2561	282
b2562	86
b2563	125
b2564	242
b2565	242
b2566	300
b2567	226
b2568	324
b2569	599
b2570	159
b2571	295
b2572	216
b2573	191
b2574	540
b2575	245
b2576	444
b2577	293
b2578	195
b2579	127
b2580	228
b2581	345
b2582	139
b2583	232
b2584	886
b2585	451
b2586	107
b2587	432
b2592	857
b2593	243
b2594	325
b2595	226
b2597	112
b2599	386
b2600	373
b2601	356
b2602	121
b2603	150
b2604	408
b2605	142
b2606	114
b2607	255
b2608	182
b2609	82
b2610	453
b2611	263
b2614	197
b2615	292
b2616	553
b2617	94
b2618	96
b2619	158
b2620	159
b2622	413
b2623	318
b2624	70
b2625	469
b2626	208
b2627	729
b2628	538
b2629	87
b2630	357
b2631	123
b2632	287
b2633	273
b2634	233
b2635	33
b2636	127
b2637	132
b2638	104
b2642	567
b2643	152
b2644	160
b2645	105
b2646	109
b2647	1497
b2648	47
b2649	263
b2650	160
b2659	325
b2660	422
b2661	482
b2662	426
b2663	466
b2664	220
b2665	148
b2666	52
b2667	99
b2668	174
b2669	134
b2670	149
b2671	114
b2672	109
b2673	81
b2674	136
b2675	713
b2676	319
b2677	400
b2678	354
b2679	309
b2681	394
b2682	245
b2683	111
b2684	176
b2685	390
b2686	512
b2687	170
b2688	518
b2689	142
b2690	188
b2696	61
b2697	875
b2698	166
b2699	352
b2700	165
b2701	343
b2702	187
b2703	319
b2704	123
b2705	259
b2706	119
b2707	257
b2708	320
b2709	504
b2710	479
b2711	377
b2712	750
b2713	175
b2714	336
b2715	485
b2716	474
b2717	155
b2718	136
b2719	255
b2720	180
b2721	537
b2722	307
b2723	608
b2724	203
b2725	153
b2726	116
b2727	290
b2728	89
b2729	373
b2730	336
b2731	692
b2732	117
b2733	853
b2734	218
b2735	255
b2736	302
b2737	388
b2738	212
b2739	258
b2740	454
b2741	330
b2742	354
b2743	207
b2744	253
b2745	349
b2746	159
b2747	235
b2748	103
b2749	107
b2750	200
b2751	475
b2752	302
b2753	321
b2754	94
b2755	305
b2756	198
b2757	224
b2758	362
b2759	160
b2760	502
b2761	888
b2762	243
b2763	569
b2764	598
b2765	121
b2766	423
b2767	86
b2768	191
b2769	286
b2770	259
b2771	445
b2774	261
b2775	425
b2776	492
b2777	223
b2778	274
b2779	431
b2780	544
b2781	263
b2782	111
b2783	82
b2784	744
b2785	432
b2786	918
b2787	445
b2788	446
b2789	450
b2790	149
b2791	260
b2792	109
b2793	181
b2794	282
b2795	454
b2796	429
b2797	455
b2798	251
b2799	382
b2800	215
b2801	437
b2802	591
b2803	472
b2804	140
b2805	243
b2806	366
b2807	131
b2808	305
b2809	56
b2810	401
b2811	147
b2812	268
b2813	345
b2817	386
b2818	443
b2819	608
b2820	1179
b2821	939
b2822	1122
b2823	97
b2824	109
b2825	180
b2826	150
b2827	264
b2828	291
b2829	748
b2830	176
b2831	228
b2832	237
b2833	53
b2834	346
b2835	397
b2836	719
b2837	343
b2838	420
b2839	311
b2840	230
b2841	472
b2842	253
b2843	278
b2844	393
b2845	409
b2846	210
b2847	269
b2848	160
b2849	141
b2850	148
b2851	163
b2852	458
b2853	72
b2854	134
b2856	210
b2858	235
b2859	141
b2860	301
b2861	121
b2862	99
b2863	278
b2865	226
b2866	752
b2867	292
b2868	159
b2869	592
b2870	396
b2871	398
b2872	403
b2873	461
b2874	310
b2875	541
b2876	256
b2877	192
b2878	1032
b2879	442
b2880	259
b2881	956
b2882	466
b2883	439
b2886	162
b2887	639
b2888	482
b2889	182
b2890	504
b2891	365
b2892	577
b2893	216
b2894	298
b2895	173
b2896	135
b2897	88
b2898	325
b2899	219
b2900	103
b2901	479
b2902	247
b2903	956
b2904	128
b2905	363
b2906	400
b2907	392
b2908	440
b2909	192
b2910	109
b2912	182
b2913	409
b2914	219
b2915	76
b2916	297
b2917	714
b2918	331
b2919	261
b2920	492
b2921	298
b2922	246
b2923	211
b2924	286
b2925	358
b2926	386
b2927	338
b2928	237
b2929	169
b2930	321
b2933	462
b2934	147
b2935	663
b2936	234
b2937	306
b2938	658
b2939	43
b2940	71
b2941	83
b2942	383
b2943	464
b2944	165
b2945	213
b2946	243
b2947	316
b2948	187
b2949	138
b2950	326
b2951	234
b2952	188
b2953	96
b2954	197
b2955	378
b2956	335
b2957	326
b2958	239
b2959	108
b2960	239
b2961	350
b2962	90
b2963	343
b2964	418
b2965	711
b2966	235
b2968	178
b2969	286
b2970	264
b2971	112
b2972	269
b2975	560
b2976	722
b2977	134
b2979	499
b2980	254
b2981	390
b2982	338
b2983	355
b2984	252
b2985	237
b2986	230
b2987	499
b2988	618
b2989	288
b2990	82
b2991	113
b2992	162
b2993	164
b2994	551
b2995	392
b2996	301
b2997	335
b2998	95
b3001	346
b3002	164
b3003	294
b3005	141
b3006	244
b3008	394
b3009	219
b3010	318
b3011	387
b3012	275
b3013	290
b3014	66
b3017	443
b3018	245
b3019	752
b3020	515
b3021	131
b3022	98
b3023	160
b3024	110
b3025	219
b3026	449
b3027	110
b3028	193
b3029	104
b3030	630
b3031	193
b3032	275
b3033	140
b3034	209
b3035	471
b3036	86
b3037	223
b3038	386
b3039	271
b3040	257
b3041	217
b3042	96
b3043	160
b3044	121
b3045	301
b3046	801
b3047	224
b3048	333
b3049	66
b3050	209
b3051	553
b3052	477
b3053	946
b3054	433
b3055	184
b3056	412
b3057	273
b3058	122
b3059	205
b3060	310
b3061	303
b3062	201
b3063	487
b3064	337
b3065	70
b3066	581
b3067	613
b3068	168
b3070	254
b3071	207
b3072	506
b3073	459
b3074	110
b3075	327
b3076	1030
b3077	149
b3078	477
b3079	335
b3080	761
b3081	671
b3082	138
b3083	104
b3084	378
b3085	167
b3086	230
b3087	328
b3088	321
b3089	413
b3090	183
b3091	495
b3092	470
b3093	401
b3094	258
b3095	220
b3096	127
b3097	102
b3098	101
b3099	134
b3100	99
b3101	130
b3102	328
b3103	121
b3104	118
b3105	298
b3106	233
b3107	54
b3110	443
b3113	129
b3114	764
b3115	402
b3116	443
b3117	329
b3118	312
b3119	72
b3120	179
b3121	395
b3124	381
b3125	294
b3126	256
b3127	444
b3128	523
b3129	111
b3130	154
b3131	269
b3132	426
b3133	157
b3134	133
b3135	167
b3136	384
b3137	286
b3138	158
b3139	267
b3140	263
b3141	251
b3142	172
b3143	207
b3144	798
b3145	343
b3146	286
b3147	652
b3148	131
b3149	196
b3150	168
b3151	346
b3152	211
b3153	171
b3154	147
b3155	100
b3156	167
b3157	174
b3158	316
b3159	292
b3160	335
b3161	414
b3162	628
b3163	276
b3164	711
b3165	88
b3166	314
b3167	132
b3168	890
b3169	495
b3170	150
b3172	446
b3173	541
b3175	110
b3176	444
b3177	282
b3178	644
b3179	209
b3180	97
b3181	158
b3182	457
b3183	390
b3184	321
b3185	84
b3186	103
b3187	323
b3188	92
b3189	419
b3190	84
b3191	97
b3192	190
b3193	183
b3194	260
b3195	269
b3196	325
b3197	328
b3198	187
b3199	191
b3200	158
b3201	240
b3202	477
b3203	95
b3204	163
b3205	284
b3206	90
b3207	210
b3208	242
b3209	217
b3210	778
b3211	309
b3212	1475
b3213	471
b3214	229
b3215	205
b3216	772
b3218	338
b3219	218
b3220	375
b3221	154
b3222	291
b3223	229
b3224	496
b3225	296
b3226	263
b3227	455
b3228	165
b3229	211
b3230	129
b3231	142
b3232	375
b3233	132
b3234	428
b3235	355
b3236	312
b3237	156
b3238	65
b3239	90
b3240	655
b3241	310
b3242	67
b3243	309
b3244	481
b3247	488
b3248	197
b3249	162
b3250	367
b3251	347
b3252	646
b3253	324
b3255	156
b3256	449
b3257	80
b3258	483
b3259	293
b3260	321
b3261	98
b3262	294
b3263	59
b3264	220
b3265	362
b3266	1034
b3267	73
b3268	322
b3269	393
b3270	367
b3271	252
b3279	184
b3280	85
b3281	272
b3282	190
b3283	180
b3284	157
b3287	168
b3288	314
b3289	429
b3290	458
b3291	136
b3292	141
b3293	122
b3294	127
b3295	329
b3296	205
b3297	128
b3298	117
b3299	38
b3300	443
b3301	144
b3302	58
b3303	166
b3304	117
b3305	176
b3306	129
b3307	100
b3308	178
b3309	103
b3310	123
b3311	83
b3312	63
b3313	136
b3314	232
b3315	110
b3316	91
b3317	272
b3318	100
b3319	201
b3320	209
b3321	103
b3322	139
b3323	489
b3324	271
b3325	627
b3326	493
b3327	398
b3328	136
b3329	163
b3330	119
b3331	188
b3332	327
b3333	387
b3334	153
b3335	225
b3336	158
b3337	64
b3338	873
b3339	393
b3340	703
b3341	178
b3342	123
b3343	95
b3344	119
b3345	128
b3346	240
b3347	245
b3348	72
b3349	196
b3350	601
b3351	184
b3352	637
b3353	340
b3354	72
b3355	289
b3356	134
b3357	209
b3358	700
b3359	405
b3360	187
b3361	200
b3362	55
b3363	166
b3364	393
b3365	847
b3366	108
b3367	268
b3368	457
b3369	55
b3370	445
b3371	340
b3374	261
b3375	243
b3376	361
b3377	434
b3378	117
b3379	292
b3380	408
b3381	387
b3382	120
b3383	301
b3384	334
b3385	252
b3386	225
b3387	278
b3388	428
b3389	362
b3391	394
b3392	134
b3393	146
b3394	179
b3395	259
b3396	850
b3397	186
b3398	711
b3399	222
b3400	133
b3401	292
b3402	574
b3403	540
b3404	450
b3405	239
b3406	158
b3407	773
b3408	75
b3409	773
b3410	78
b3411	292
b3412	256
b3413	227
b3414	191
b3415	438
b3416	694
b3417	796
b3418	901
b3421	408
b3422	532
b3423	252
b3424	276
b3425	108
b3426	501
b3427	93
b3428	815
b3429	477
b3430	430
b3431	657
b3432	728
b3433	367
b3434	197
b3437	174
b3438	331
b3439	231
b3440	345
b3441	162
b3442	392
b3443	138
b3444	91
b3445	167
b3446	94
b3447	365
b3448	129
b3449	247
b3450	356
b3451	281
b3452	295
b3453	415
b3454	237
b3455	255
b3456	425
b3457	308
b3458	346
b3459	127
b3460	344
b3461	284
b3462	352
b3463	222
b3464	496
b3465	198
b3466	89
b3467	119
b3468	208
b3469	732
b3470	81
b3471	221
b3472	166
b3473	405
b3474	349
b3475	195
b3476	502
b3477	314
b3478	277
b3479	254
b3480	268
b3481	133
b3482	1411
b3483	127
b3484	378
b3485	374
b3486	911
b3487	336
b3488	540
b3491	350
b3492	400
b3493	499
b3494	111
b3495	143
b3496	489
b3497	250
b3498	680
b3499	280
b3500	450
b3501	117
b3502	429
b3503	141
b3504	260
b3505	338
b3506	170
b3507	176
b3508	215
b3509	79
b3510	89
b3511	190
b3512	175
b3513	365
b3514	1037
b3515	242
b3516	274
b3517	466
b3518	465
b3519	549
b3520	200
b3521	299
b3522	337
b3523	440
b3524	686
b3525	255
b3526	309
b3527	474
b3528	428
b3529	662
b3530	1134
b3531	347
b3532	754
b3533	872
b3534	242
b3535	62
b3536	523
b3537	63
b3538	559
b3539	423
b3540	334
b3541	327
b3542	300
b3543	339
b3544	507
b3546	563
b3547	402
b3548	232
b3549	187
b3550	146
b3551	777
b3552	199
b3553	324
b3554	236
b3555	96
b3556	69
b3557	173
b3558	283
b3559	688
b3560	303
b3561	331
b3562	145
b3563	113
b3564	484
b3565	440
b3566	307
b3567	513
b3568	393
b3569	392
b3570	274
b3571	659
b3572	417
b3573	157
b3574	282
b3575	332
b3576	155
b3577	157
b3578	425
b3579	304
b3580	498
b3581	220
b3582	286
b3583	231
b3584	225
b3585	324
b3586	363
b3587	107
b3588	512
b3589	383
b3590	614
b3591	463
b3592	202
b3593	1377
b3594	280
b3595	233
b3596	134
b3597	378
b3598	120
b3599	637
b3600	382
b3601	195
b3602	120
b3603	551
b3604	258
b3605	396
b3606	157
b3607	273
b3608	339
b3609	155
b3610	82
b3611	143
b3612	514
b3613	385
b3614	296
b3615	344
b3616	341
b3617	398
b3618	285
b3619	310
b3620	348
b3621	319
b3622	419
b3623	357
b3624	283
b3625	232
b3626	338
b3627	339
b3628	359
b3629	311
b3630	265
b3631	374
b3632	344
b3633	425
b3634	159
b3635	268
b3636	54
b3637	77
b3638	222
b3639	405
b3640	151
b3641	198
b3642	212
b3643	228
b3644	287
b3645	274
b3646	205
b3647	560
b3648	207
b3649	90
b3650	702
b3651	229
b3652	693
b3653	401
b3654	463
b3655	569
b3656	772
b3657	460
b3659	394
b3660	307
b3661	249
b3662	396
b3663	150
b3664	444
b3665	588
b3666	463
b3667	439
b3668	500
b3669	196
b3670	96
b3671	562
b3673	394
b3674	165
b3675	120
b3676	115
b3677	149
b3678	497
b3679	571
b3680	297
b3682	161
b3683	368
b3684	238
b3685	553
b3686	142
b3687	137
b3688	84
b3689	415
b3690	354
b3691	430
b3693	292
b3696	218
b3697	270
b3698	132
b3699	803
b3700	356
b3701	366
b3702	467
b3703	46
b3704	119
b3705	548
b3706	454
b3708	471
b3709	415
b3710	391
b3711	319
b3712	249
b3713	188
b3714	445
b3715	221
b3716	155
b3717	195
b3718	240
b3719	389
b3720	513
b3721	470
b3722	625
b3723	278
b3724	241
b3725	256
b3726	296
b3727	319
b3728	321
b3729	608
b3730	456
b3731	138
b3732	459
b3733	287
b3734	513
b3735	177
b3736	156
b3737	79
b3738	271
b3739	125
b3740	207
b3741	629
b3742	146
b3743	152
b3744	330
b3745	483
b3746	498
b3747	622
b3748	139
b3749	501
b3750	321
b3751	271
b3752	309
b3753	329
b3754	475
b3755	230
b3764	111
b3765	506
b3769	87
b3770	308
b3771	615
b3772	514
b3773	297
b3774	490
b3775	92
b3777	149
b3778	673
b3779	494
b3780	420
b3781	108
b3783	419
b3784	367
b3785	348
b3786	376
b3787	420
b3788	355
b3789	293
b3790	224
b3791	376
b3792	416
b3793	450
b3794	246
b3795	461
b3800	411
b3801	527
b3802	398
b3803	393
b3804	246
b3805	313
b3806	848
b3807	106
b3808	161
b3809	274
b3810	235
b3811	298
b3812	238
b3813	720
b3816	316
b3817	126
b3818	126
b3819	296
b3820	155
b3821	269
b3822	608
b3823	206
b3824	206
b3825	340
b3826	266
b3827	299
b3828	317
b3829	752
b3830	271
b3831	252
b3832	475
b3833	251
b3834	201
b3835	546
b3836	89
b3838	171
b3839	257
b3842	162
b3843	497
b3844	232
b3845	387
b3846	729
b3847	443
b3848	204
b3849	483
b3850	181
b3856	174
b3857	194
b3858	89
b3859	328
b3860	189
b3861	452
b3862	310
b3863	928
b3865	210
b3866	169
b3867	457
b3868	469
b3869	349
b3870	468
b3871	607
b3872	236
b3873	326
b3874	421
b3875	210
b3876	467
b3877	461
b3878	678
b3879	308
b3880	413
b3881	292
b3882	298
b3883	298
b3884	261
b3885	199
b3886	290
b3887	145
b3888	329
b3889	72
b3890	72
b3891	309
b3892	211
b3893	300
b3894	983
b3895	277
b3896	351
b3897	582
b3898	356
b3899	483
b3900	148
b3901	104
b3902	274
b3903	419
b3904	489
b3905	278
b3906	282
b3907	344
b3908	205
b3909	327
b3910	224
b3911	457
b3912	232
b3915	300
b3916	320
b3917	310
b3918	251
b3919	255
b3920	176
b3921	146
b3922	99
b3923	142
b3924	247
b3925	336
b3926	501
b3927	281
b3928	81
b3929	161
b3930	308
b3931	443
b3932	175
b3933	319
b3934	341
b3935	732
b3936	70
b3937	184
b3938	104
b3939	386
b3940	809
b3941	296
b3942	726
b3943	301
b3944	187
b3945	367
b3946	220
b3947	833
b3949	359
b3950	106
b3951	765
b3952	292
b3953	113
b3954	283
b3955	577
b3956	883
b3957	383
b3958	334
b3959	257
b3960	457
b3961	305
b3962	465
b3963	234
b3964	119
b3965	366
b3966	594
b3967	285
b3972	342
b3973	321
b3974	316
b3980	393
b3981	127
b3982	180
b3983	141
b3984	233
b3985	164
b3986	120
b3987	1342
b3988	1407
b3989	179
b3990	377
b3991	256
b3992	251
b3993	211
b3994	631
b3995	158
b3996	257
b3997	354
b3998	223
b3999	196
b4000	90
b4001	231
b4002	115
b4003	465
b4004	441
b4005	429
b4006	529
b4011	127
b4012	147
b4013	308
b4014	533
b4015	433
b4016	578
b4017	728
b4018	274
b4019	1226
b4020	543
b4021	229
b4022	290
b4023	90
b4024	448
b4025	549
b4026	59
b4027	197
b4028	225
b4029	681
b4030	136
b4031	491
b4032	296
b4033	514
b4034	370
b4035	371
b4036	421
b4037	284
b4038	442
b4039	164
b4040	290
b4041	806
b4042	121
b4043	202
b4044	459
b4045	69
b4046	171
b4047	84
b4048	235
b4049	345
b4050	80
b4051	327
b4052	471
b4053	359
b4054	397
b4055	212
b4056	138
b4057	118
b4058	940
b4059	177
b4060	93
b4061	528
b4062	106
b4063	154
b4064	449
b4065	549
b4066	430
b4067	549
b4068	104
b4069	652
b4070	452
b4071	156
b4072	196
b4073	318
b4074	552
b4075	100
b4076	198
b4077	437
b4078	212
b4079	715
b4080	465
b4081	683
b4082	343
b4083	632
b4084	309
b4085	231
b4086	326
b4087	510
b4088	288
b4089	296
b4090	149
b4092	252
b4093	144
b4094	185
b4095	378
b4096	226
b4097	252
b4098	281
b4099	354
b4100	194
b4101	150
b4102	241
b4103	122
b4104	206
b4105	312
b4106	262
b4107	147
b4108	111
b4109	742
b4110	292
b4111	500
b4112	363
b4113	222
b4114	547
b4115	445
b4116	253
b4117	755
b4118	302
b4119	451
b4120	472
b4121	209
b4122	548
b4123	446
b4124	239
b4125	543
b4126	76
b4127	90
b4128	98
b4129	504
b4130	485
b4131	715
b4132	444
b4133	512
b4135	191
b4136	546
b4137	112
b4138	433
b4139	478
b4140	158
b4141	418
b4142	97
b4143	547
b4144	95
b4145	289
b4146	342
b4147	187
b4148	105
b4149	159
b4150	358
b4151	119
b4152	131
b4153	243
b4154	601
b4155	325
b4156	500
b4157	104
b4158	104
b4159	1088
b4160	253
b4161	350
b4162	180
b4166	379
b4167	515
b4168	153
b4169	423
b4170	615
b4171	316
b4172	101
b4173	426
b4174	419
b4175	334
b4176	65
b4177	431
b4178	141
b4179	812
b4180	243
b4181	133
b4182	214
b4183	219
b4184	132
b4185	212
b4186	387
b4187	541
b4188	70
b4189	85
b4190	249
b4191	251
b4192	354
b4193	465
b4194	101
b4195	154
b4196	216
b4197	284
b4198	228
b4199	71
b4200	135
b4201	103
b4202	74
b4203	149
b4204	264
b4205	108
b4206	212
b4207	205
b4208	470
b4209	220
b4210	321
b4211	286
b4212	126
b4213	628
b4214	246
b4215	312
b4216	164
b4217	68
b4218	447
b4219	211
b4220	556
b4221	1259
b4222	113
b4223	89
b4224	83
b4225	116
b4226	175
b4227	297
b4230	341
b4231	331
b4232	332
b4233	457
b4234	183
b4235	450
b4237	154
b4238	712
b4239	551
b4240	473
b4241	315
b4242	898
b4243	127
b4244	152
b4245	310
b4246	44
b4248	131
b4249	237
b4251	197
b4252	150
b4253	604
b4254	333
b4255	138
b4256	167
b4257	398
b4258	951
b4259	147
b4260	503
b4261	366
b4262	360
b4263	500
b4264	332
b4265	439
b4266	254
b4267	343
b4268	187
b4269	339
b4271	396
b4272	121
b4273	301
b4274	111
b4277	109
b4278	442
b4279	405
b4280	372
b4281	76
b4282	82
b4283	88
b4284	383
b4285	198
b4286	137
b4287	255
b4288	318
b4289	332
b4290	279
b4291	741
b4292	317
b4293	172
b4294	91
b4295	328
b4296	449
b4297	655
b4298	301
b4299	262
b4300	260
b4301	210
b4302	143
b4303	268
b4304	437
b4305	373
b4306	248
b4307	181
b4308	338
b4309	305
b4310	349
b4311	215
b4312	200
b4313	198
b4314	159
b4315	160
b4316	205
b4317	833
b4318	156
b4319	144
b4320	279
b4321	447
b4322	394
b4323	486
b4324	257
b4325	276
b4326	130
b4327	303
b4328	390
b4329	153
b4330	227
b4331	184
b4332	392
b4333	286
b4334	255
b4335	383
b4336	426
b4337	410
b4338	103
b4339	186
b4340	470
b4341	54
b4342	521
b4345	348
b4346	459
b4347	113
b4348	464
b4349	529
b4350	1170
b4351	304
b4352	318
b4353	67
b4354	716
b4355	551
b4356	453
b4357	304
b4358	340
b4359	763
b4360	139
b4361	245
b4362	178
b4363	157
b4364	256
b4365	241
b4366	225
b4367	262
b4371	342
b4372	137
b4373	148
b4374	225
b4375	528
b4376	173
b4377	357
b4378	259
b4379	287
b4380	516
b4381	259
b4382	440
b4383	407
b4384	238
b4385	443
b4386	337
b4387	184
b4388	322
b4389	460
b4390	410
b4391	554
b4392	618
b4393	107
b4394	170
b4395	215
b4396	289
b4397	136
b4398	229
b4399	474
b4400	450
b4401	238
b4402	46
b4403	228
b4406	66
b4407	66
b4409	41
b4412	50
b4415	50
b4428	49
b4455	50
b4460	328
b4461	428
b4462	750
b4463	484
b4464	455
b4465	425
b4466	1497
b4467	407
b4468	350
b4469	739
b4470	436
b4471	454
b4472	1237
b4473	374
b4474	276
b4475	338
b4476	446
b4477	205
b4478	382
b4479	229
b4480	279
b4481	359
b4482	254
b4483	260
b4484	145
b4485	500
b4486	906
b4487	87
b4488	327
b4490	276
b4492	831
b4494	157
b4496	140
b4497	234
b4498	112
b4499	274
b4500	1329
b4501	66
b4502	84
b4503	62
b4504	73
b4505	112
b4506	46
b4508	78
b4509	46
b4510	41
b4511	72
b4512	65
b4513	29
b4514	84
b4515	37
b4516	91
b4517	57
b4518	57
b4520	72
b4521	147
b4522	54
b4523	55
b4524	360
b4525	60
b4526	56
b4527	51
b4528	42
b4529	63
b4532	58
b4533	77
b4535	35
b4536	46
b4537	83
b4538	118
b4539	84
b4541	105
b4542	35
b4543	61
b4544	111
b4545	46
b4546	72
b4547	66
b4548	66
b4550	72
b4551	66
b4553	82
b4554	69
b4555	97
b4556	212
b4557	85
b4558	48
b4559	57
b4565	92
b4566	85
b4567	78
b4568	53
b4569	181
b4570	51
b4571	264
b4572	419
b4573	299
b4575	119
b4579	230
b4580	941
b4581	187
b4582	167
b4586	159
b4588	33
b4589	64
b4590	85
b4592	30
b4593	57
b4594	61
b4595	57
b4596	57
b4598	31
b4599	31
b4600	427
b4601	27
b4602	29
b4604	54
b4606	19
b4612	51
b4613	27
b4615	111
b4618	29
b4620	63
b4621	67
b4622	65
b4636	65
b4644	90
b4655	41
b4658	117
b4659	216
b4660	535
b4661	852
b4662	43
b4663	28
b4664	19
b4665	19
b4666	19
b4667	19
b4668	18
b4669	16
b4670	17
b4671	33
b4672	34
b4673	21
b4674	21
b4675	24
b4676	32
b4677	21
b4678	20
b4679	27
b4680	23
b4682	46
b4683	26
b4684	18
b4685	26
b4686	36
b4687	26
b4689	62
b4694	136
b4702	17
b4703	29
b4705	42
b4706	21
b4715	85
b4720	22
b4721	47
b4722	27
b4723	62
b4724	62
b4725	51
